""," Baseline"," Hour 00"," Hour 005"," Hour 012"," Hour 021"," Hour 029"," Hour 036"," Hour 045"," Hour 053"," Hour 060"," Hour 069"," Hour 077"," Hour 084"," Hour 093"," Hour 101"," Hour 108"
"AKT3",4.518107197,4.496180931,4.561812589,4.482753172,4.645511909,4.673376825,4.667397725,4.522837379,4.488850824,4.441416044,4.488979027,4.532892998,4.34064184,4.500692457,4.419692331,4.866599558
"MED6",7.640917945,8.338839692,8.319511948,8.142347928,8.338131253,8.239927451,8.283664714,8.429765613,8.325555476,8.31477628,8.309424585,8.319802339,8.39458402,8.389011937,8.385188728,8.223823937
"NR2E3",4.754309193,4.621473183,4.517285009,4.450862803,4.627432539,4.660257946,4.646311708,4.410752402,4.511254016,4.629559215,4.492528537,4.488619552,4.560984958,4.620653292,4.496797262,4.580087243
"NAALAD2",3.800304082,3.712047452,3.722602497,4.004289219,3.660797431,3.737117463,3.584685819,3.972231334,3.641167496,3.744888101,3.698571841,3.782289785,3.767995041,3.609958629,3.592223076,3.669898604
"NAALADL1",6.358102853,6.350198285,6.294666091,6.179205306,6.399184391,6.088585589,6.338773499,6.517171243,6.405213606,6.362012942,6.290003769,6.21740807,6.471458357,6.422205341,6.612978534,6.393399404
"ACOT8",8.483736081,8.449187469,8.441231489,8.526538837,8.569799888,8.282348795,8.403529231,8.656712235,8.609309849,8.664436801,8.416589561,8.540321665,8.660101095,8.601368507,8.756686427,8.8928237
"ABI1",9.211293648,9.271119098,9.582912918,9.51890142,9.190657571,9.392050807,9.599373796,9.701189637,9.566781312,9.715241109,9.701154812,9.821176236,9.492795871,9.683162868,9.805634287,9.474789092
"GNPDA1",8.227499715,8.341231186,8.289625738,8.345863589,8.323156157,8.213496273,8.238685527,8.200413775,7.987525375,8.26607257,8.224222029,8.290414331,8.31517458,8.459175457,8.453464448,8.589975828
"ZBTB33",3.46521791,3.800767803,3.496953991,3.482622645,3.449699201,3.443150603,3.505668261,3.680603385,3.627211535,3.569888821,3.649835323,3.666140958,3.581546874,3.555745804,3.634072413,3.488835271
"CDH2",4.842132791,4.757909982,4.864041689,4.685880415,4.72574707,4.919067395,4.783436635,4.726028011,4.804376218,4.770619641,4.789560231,4.594535622,4.765623977,4.523059478,4.448497673,4.718065501
"TANK",8.454513869,8.703277018,9.037972149,8.909068885,8.69469003,8.831604385,9.02959436,9.025862045,9.168450205,9.291168953,9.513558122,9.653726861,9.255428027,9.283867761,9.303609855,8.947899464
"HDAC6",7.848211483,7.834131188,7.691775327,7.709427434,7.825654737,7.867149221,7.700520662,7.728005598,7.668036737,7.665407071,7.754616989,7.690291907,7.907850169,7.817174487,7.639904085,7.665586089
"HDAC5",9.153250207,8.812501485,8.693798425,8.797658219,8.903975809,8.552348374,8.578973012,8.738029863,8.755107659,8.709925813,8.386245979,8.381585996,8.485871341,8.408940586,8.552733568,8.282787972
"PDCD6IP",10.76031665,10.63797361,10.65330261,10.77525969,10.66401668,10.55079232,10.65243148,10.63107414,10.62685092,10.52046047,10.51078991,10.70245527,10.55819737,10.71547079,10.6913788,10.52354456
"PDCD6",9.555984787,9.461615239,9.425882556,9.450339583,9.391689279,9.352841654,9.384826173,9.546147764,9.494671155,9.516515951,9.362009403,9.513191007,9.553872168,9.379348067,9.543674043,9.370549029
"BCL2L10",4.803185568,5.0692197,4.814363693,4.966577342,5.049053806,5.144197934,4.836594609,5.001057507,5.117111088,4.902956328,4.913312952,4.883757538,4.980822392,4.991505455,4.653853919,5.248506459
"BCL2L11",4.754706549,4.996994128,5.100295569,4.951592174,4.907343449,4.91835728,4.998515102,5.11312738,5.006378066,5.123960932,4.965658953,4.950331281,4.949913844,5.129728865,5.10977639,4.593482033
"SH2B3",10.45192252,10.4035287,10.4470471,10.57907381,10.31278995,10.42511621,10.36071636,10.18126798,10.36191129,10.37765634,10.29006276,10.89272895,10.63259773,10.55363298,10.5655795,10.51024275
"CDH3",5.765255854,5.530244464,5.514473651,5.417794672,5.491045679,5.351034223,5.579322008,5.127125977,5.582714358,5.408567436,5.613682082,5.536033198,5.544101635,5.596076136,5.266838865,5.299669133
"GNE",7.298323194,7.277471565,7.418030054,7.505186129,7.404934526,7.056832421,7.349356637,7.390644885,7.169319981,7.19897799,7.251416492,7.154811388,7.122803992,7.236960624,7.356718545,6.84970678
"HCN4",4.420519602,4.709423294,4.743441859,4.483804285,4.537293078,4.775254463,4.771616515,4.633523915,4.789170037,4.716549953,4.677566847,4.728483671,4.69763683,4.590170587,4.394172407,4.912282966
"INSL5",4.311000538,4.365676111,4.398595225,4.242581756,4.461989997,4.590069273,4.421647215,4.257535755,4.214717919,4.35559088,4.336844162,4.198024829,4.468730357,4.499368097,4.057911403,4.609527015
"FRAT1",10.84488046,10.92193915,10.81977392,11.04402717,10.85078289,10.74913085,10.88018583,10.96072609,11.11655022,11.01756419,10.8126516,10.78431333,10.86012049,10.7092656,10.54160209,10.57287851
"TROAP",5.460918718,5.550534767,5.508154808,5.01134682,5.536673553,5.736756484,5.637516287,5.382205261,5.440430757,5.795095068,5.716343827,5.320862856,5.846835227,5.549499026,5.438529097,5.794443032
"MED16",8.698702726,8.526900289,8.406136535,8.410061429,8.643534099,8.145866458,8.277046755,8.463655676,8.393937789,8.42924019,8.225264889,8.203845671,8.299815346,8.285262908,8.232121496,7.93750242
"PIGK",5.426321668,5.352323061,5.863906744,6.170720458,5.701234545,5.234340403,5.637284017,5.915023698,5.833105088,5.630097982,6.047140159,5.973640615,5.854383142,5.916871703,6.045884506,6.207230239
"CDH4",4.875617945,4.379531103,4.496085661,4.48772582,4.376546699,5.088508085,4.419129444,4.4042236,4.355027687,4.566381277,4.438782117,4.139393657,4.513233867,4.615287437,4.630126542,4.782534829
"CHAF1A",6.530009234,6.495958808,6.34709788,6.335776143,6.584188687,6.46070607,6.290738958,6.373479184,6.496832471,6.331500773,6.359793779,6.484145466,6.418350588,6.479197765,6.50145979,6.53467555
"PARP2",6.432687746,6.508580336,6.456994608,6.504981993,6.551114974,6.287083275,6.493891859,6.611272742,6.4465589,6.29245378,6.281030526,6.319316667,6.239974931,6.359799446,6.507610899,6.340121275
"PARP3",6.303201072,6.335189079,6.336402627,6.401915818,6.601801608,6.573010241,6.36408032,6.27271994,6.243006186,6.328868347,6.50530744,6.458647072,6.898139077,6.526549054,6.583855309,6.644684287
"CDH5",4.616808832,4.139445896,4.541793181,4.338680365,4.43232152,4.593213426,4.495765463,4.33638889,4.433237606,4.353420305,4.425138125,4.50197496,4.534236291,4.474979413,4.539199606,5.102271952
"TOM1L1",3.589001109,3.62216916,3.615399514,3.594490564,3.646156091,3.709671706,3.754823329,3.69956892,3.809785735,3.797441875,3.68539323,3.588065405,3.794754219,3.597657623,3.525054203,3.865882024
"HMGXB4",8.164157145,8.115168927,8.016086382,8.114466416,8.037295933,7.947431988,8.135582399,8.191478226,8.046448841,8.028500381,8.074345856,8.200323875,8.033471887,8.20200204,8.186966397,8.159093156
"TOM1",8.721844794,8.24131749,8.150272661,8.215126886,8.260276179,8.350388925,8.15613629,8.33962529,8.149439001,8.250568459,8.053238538,8.189538671,8.269326776,8.192411522,8.088685113,8.068235449
"SH2D3A",6.505563667,6.192185826,6.068024775,6.182403516,6.458204224,6.072981786,5.916930894,6.165201696,6.086513171,6.008873242,6.011626145,5.900983827,6.235315995,6.21841352,6.258924137,6.288155725
"MAMLD1",4.442327263,4.905921807,4.858440801,4.861943276,4.699500854,4.911063414,4.728469381,4.804491896,4.753661762,4.921523102,4.907420138,4.70190936,4.822098367,4.898175548,4.851024965,4.890588656
"RANBP9",7.905149263,7.959799098,8.108927566,8.193105596,7.972861678,7.93997191,8.000507746,8.016173341,7.993653207,7.917340452,7.785934613,7.966733815,7.76941455,7.983696492,8.046887227,7.706712952
"DNAJB6",8.908349322,8.882793435,9.005144753,9.105573584,8.803309229,8.984702213,9.072617437,8.917715056,9.103884055,9.171311368,8.834374453,8.979825126,8.844161748,8.70795838,8.846449661,8.500631342
"CDH6",3.909823685,3.860263341,3.828934659,3.695228093,3.703750499,3.79260422,3.815822752,3.742593142,3.899950443,3.789950627,3.786795867,3.785621,3.802945161,3.814001648,3.710381971,3.924459346
"SLC17A4",5.022638962,5.065609979,4.802097045,4.795647461,4.838648914,5.013381435,4.878773792,4.740079553,4.763031772,4.885147024,4.912331478,4.881124496,5.002830517,4.895635849,4.662081089,4.899263768
"SMC4",7.084736162,7.021122844,7.34581997,7.469843317,6.936521526,7.075058059,7.225112121,7.240605145,7.241119807,6.956337132,7.027195204,7.395377787,6.819968038,7.224880783,7.33886143,6.945107035
"GJC1",4.634331156,4.782801106,4.519688065,4.546436382,4.565700169,4.57680923,4.644903183,4.380468329,4.500368977,4.534423443,4.634382282,4.416255569,4.726430425,4.435943657,4.097428498,4.563447587
"AP1M2",6.900777856,6.716852125,6.759324231,6.722108071,6.80035855,7.058195618,6.790682736,6.770284724,6.629103813,6.756936563,6.873940486,6.658307405,6.938198212,6.652052616,6.593364704,6.879191468
"UBA2",9.29403513,9.430236436,9.763301393,9.713053195,9.32393459,9.542172162,9.686071876,9.710920605,9.536585606,9.538007201,9.645053029,9.564900179,9.376183974,9.805031263,9.905537646,9.737024477
"SAE1",9.197713898,9.465046961,9.448888074,9.440655178,9.511963527,9.46847306,9.423862345,9.432893989,9.269688864,9.416913879,9.385955191,9.32916918,9.386082645,9.378518856,9.492824412,9.301136617
"ABCC5",8.828845275,8.528882609,8.472343811,8.624581553,8.446829437,8.548312494,8.570451779,8.523590989,8.603013386,8.517718514,7.845721397,7.713535271,7.636966107,7.843883784,7.819287029,7.890599757
"ABCB6",6.117607995,5.979481247,5.926178493,5.679456955,6.089596132,6.097849215,5.937418309,5.982997528,5.964795168,6.012700738,5.999787877,5.682589782,6.006649911,6.042417207,5.802115833,5.768947988
"DNM1L",6.462792421,6.640571039,6.95582153,7.043461217,6.953271815,6.650472883,6.82357647,6.91088143,6.847391733,6.78224662,6.767227908,6.978327904,6.893997812,7.013658681,7.07050994,6.884060996
"CDH7",4.80208836,4.569990257,4.610785696,4.617626747,4.816448202,4.837370597,4.587061701,4.643357183,4.832823638,4.71313723,4.912673852,4.946278688,4.904080189,4.681077466,4.681788463,4.81111758
