""," Baseline"," Hour 00"," Hour 005"," Hour 012"," Hour 021"," Hour 029"," Hour 036"," Hour 045"," Hour 053"," Hour 060"," Hour 069"," Hour 077"," Hour 084"," Hour 093"," Hour 101"," Hour 108"
"AKT3",4.720551733,4.855064773,4.716713555,4.51512452,4.620839599,4.395246838,4.421242235,5.014333179,4.612935135,4.681533932,4.209763011,4.838017922,4.52299504,4.43706646,4.585428965,4.597354287
"MED6",7.75981097,8.133751346,8.063559621,8.313450301,8.16820723,7.738179499,8.354722804,7.359878119,7.853412823,5.858533931,8.504684446,7.860821814,8.067029329,8.039969876,7.77196097,8.062791485
"NR2E3",4.837773403,4.811097696,4.723502993,4.695525272,4.684082164,4.886116676,4.557748317,5.127792855,4.945947833,6.18336904,4.496582516,4.481869533,4.736374192,4.503316253,4.664443907,4.679061018
"NAALAD2",3.652802929,3.776558865,3.636989634,3.717911185,3.946135795,3.797493913,3.785343491,3.83684614,3.718882604,4.061960783,3.569416888,3.477140045,3.808068276,3.698990521,3.672690577,3.693306213
"NAALADL1",6.057389199,6.355793672,5.81242171,6.327062885,6.357051368,6.234841763,6.527690968,6.102723353,6.11975473,7.52429161,6.731796207,6.15065718,6.194143885,6.6691809,6.469757298,6.562158957
"ACOT8",8.327057578,8.364506922,8.347994808,8.371901198,8.310150719,8.578350261,8.413469645,8.313099528,8.328121695,8.832791464,8.783228456,8.512874075,8.434914593,8.742735599,8.613877529,8.703119673
"ABI1",9.104917892,9.36021488,9.492440081,9.628779067,9.598802442,9.436639624,9.644712056,9.644648117,10.1238625,6.792778857,10.03855393,9.481867561,9.646039771,9.552135555,9.681128779,9.528300183
"GNPDA1",7.813510499,8.202934104,7.885621466,7.941162721,8.191457232,8.09026704,8.054710157,7.323398915,7.675900719,7.425307433,8.658883721,8.739313378,8.558460564,8.895737631,8.555333384,8.742191187
"ZBTB33",3.636843696,3.826166477,3.51870825,3.586991738,3.591037992,3.528073041,3.793800908,3.723519972,3.983698875,3.555909074,3.615049771,3.733925581,3.798515419,3.585293606,3.433387892,3.411900854
"CDH2",5.199560783,4.830656219,5.007858599,4.78524899,4.744039803,5.067910713,4.825833971,5.393867805,4.805178644,5.460387973,4.331656402,4.986417638,4.622251646,4.616707743,4.641664937,4.877170186
"TANK",8.937457763,8.989818826,9.142076387,9.423202782,9.235535494,8.639724209,9.238482528,9.989590331,10.81584113,8.391287945,9.825891366,9.330808071,9.420094927,8.910179877,8.88846524,8.674162472
"HDAC6",8.052162244,7.794753222,8.03928203,7.616880233,7.932474129,7.704604994,7.628015383,8.023984806,8.199548186,8.633953827,7.696421206,7.974297871,7.834134146,7.925416677,7.922946614,7.874813655
"HDAC5",8.510991417,8.429388947,8.492333737,8.532525945,8.495057804,8.465955095,8.706851081,7.659801416,7.537272476,8.089654539,8.692971644,8.41045437,8.449958396,8.688608713,8.606994166,8.67558949
"PDCD6IP",10.38784852,10.59137174,10.58728526,10.56336827,10.52219548,10.44256339,10.62911547,10.09528574,10.27424375,9.415104968,10.85321568,10.69092788,10.59861219,10.74139028,10.7307862,10.79015054
"PDCD6",9.186117972,9.458356729,9.417425448,9.645255934,9.490794124,9.644511608,9.818003082,9.013738255,9.05247618,8.80907713,9.745454141,9.328535045,9.512510423,9.337535343,9.279152895,9.238599854
"BCL2L10",5.007122601,5.352250664,4.884803219,5.109448178,5.194100409,4.821002506,4.949263544,5.009519775,5.14204191,7.093583548,4.945338068,5.023025194,5.215102301,4.778018995,4.842114141,4.944730677
"BCL2L11",4.902369527,4.74292685,4.874059482,5.019034766,4.893218555,4.633361701,4.761673508,4.743663628,5.066812207,5.432592207,4.946601371,4.66086588,4.834014319,4.957784207,4.752778706,4.597912159
"SH2B3",10.41794152,10.42641362,10.42340718,10.35887803,10.3744286,10.29994042,10.28455017,9.928231772,10.50145125,9.802147987,10.97845466,11.09896885,10.75809783,10.87474381,10.85994104,10.78027946
"CDH3",5.8835945,6.094342528,5.613986754,5.752140435,5.433525393,5.69357051,5.453743544,6.055286202,5.443303775,7.245500816,4.939813484,5.720479049,5.434683082,5.657910913,5.591295884,5.5469767
"GNE",6.630701345,7.124936567,6.967937723,6.957583161,6.822237618,6.985305516,7.243706923,6.336924022,6.335051144,5.361369113,7.447034611,6.84030169,6.661073351,7.185596741,7.189210832,7.083389567
"HCN4",4.874902277,4.640535362,4.882493589,4.571663969,4.57799553,4.703891627,4.446381692,5.411295876,4.819276921,5.706848845,4.420789419,4.65285282,4.860899296,4.793853487,4.894708881,4.72841091
