""," Baseline"," Hour 00"," Hour 005"," Hour 012"," Hour 021"," Hour 029"," Hour 036"," Hour 045"," Hour 053"," Hour 060"," Hour 069"," Hour 077"," Hour 084"," Hour 093"," Hour 101"," Hour 108"
"GNE",7.301069432,7.310829,6.804256593,7.722875115,7.468531219,7.179168037,7.213381717,7.169859023,7.169811931,7.179732042,7.272473187,7.375574667,7.186401562,6.854195333,7.247791019,7.131209072
"HCN4",4.696754512,4.632526056,4.732188791,4.548683791,4.469454775,4.741608892,4.517951003,4.551095033,4.90352348,4.604424828,4.905083445,4.51887867,4.817401069,5.220062666,4.883914947,4.838981029
"INSL5",4.312232077,4.51405423,4.606259124,4.260078913,4.171666403,4.51629771,4.361664548,4.293593274,4.3052191,4.299739915,4.425909071,4.328188882,4.617774955,4.372465677,4.247086304,4.257407181
"FRAT1",11.29459098,11.1211344,11.38561378,10.91843823,11.16275033,11.30519493,11.08126638,11.12146364,10.99842062,11.20030661,10.9445465,10.93659643,11.25623988,11.02176532,10.98074137,11.09575622
"TROAP",5.606861471,5.403400267,5.666482692,5.282125575,5.127717752,5.828063573,5.716361442,5.329379238,5.617249467,5.369102778,5.648823449,5.638486158,5.841011764,5.498941606,5.435720208,5.695510159
"MED16",8.642878702,8.589405163,8.602182412,8.395382988,8.583986876,8.54227352,8.494724335,8.427799657,8.313862162,8.446229855,8.465940307,8.494525868,8.793757591,8.559091496,8.303666589,8.451395399
"PIGK",5.142327129,5.309313673,4.798950487,6.23247469,5.878681266,5.641026071,5.391800483,6.26110129,5.690338237,5.421686354,5.559539526,4.779403846,4.895799735,4.862859601,5.707421563,5.748886724
"CDH4",4.413530568,4.570367919,4.572925732,4.290052342,4.442233299,4.433131209,4.187453062,4.281151559,4.449001045,4.500274524,4.290357118,4.411692292,4.29096019,4.608379272,4.261994677,4.264662205
"CHAF1A",6.490093453,6.435988579,6.536515305,6.374629296,6.537325357,6.577593702,6.332685299,6.229432916,6.503301979,6.412929731,6.722927047,6.71893759,6.779336833,6.770784379,6.733587426,6.623092909
"PARP2",6.645715208,6.618117229,6.385735229,6.909543561,6.67196647,6.592397603,6.490848773,6.319211467,6.011380672,5.932471443,6.205469468,6.245274366,6.269228975,6.140282077,6.402707099,6.389092073
"PARP3",6.599319949,6.47751058,6.283531141,6.294064489,6.422503016,6.588988711,6.443425323,6.63920023,6.646465413,7.008477761,6.949769149,6.949428697,7.031196033,7.113596709,6.887549836,6.997489366
"CDH5",4.514821005,4.566102535,4.5273762,4.42545568,4.554621313,4.480514496,4.671834879,4.528764083,4.531818828,4.550157045,4.689452542,4.524687044,4.469863578,4.974842225,4.482617624,4.774863138
"TOM1L1",3.756440986,3.608552885,3.735505151,3.713936546,3.818292145,3.84851142,3.707004427,3.655608991,3.953846182,3.564388556,3.685495436,3.573192813,3.760549372,3.768387475,3.512823113,3.821437634
"HMGXB4",8.211993511,8.230646508,8.10562396,8.384288743,8.349288015,8.206798104,8.214224248,8.1990024,8.073073843,8.154048516,8.328047468,8.240282063,8.37570601,8.121832898,8.294901379,8.151671546
"TOM1",8.271489136,8.248413977,8.096736391,7.87399122,8.101760226,8.072729414,7.949967217,8.189336101,7.762289919,8.225775708,8.262971818,8.144931201,8.588520006,8.459479677,8.08538694,8.452180768
"SH2D3A",5.951547717,5.842793291,5.97346317,6.145793561,6.00026341,6.098790478,5.603620205,5.612466957,5.488805086,5.516799757,5.76995726,5.718145516,5.799753316,5.849479093,5.544507651,5.962987595
"MAMLD1",5.023052098,4.98022598,4.978562901,5.187476946,5.061524466,4.853510144,4.796020922,4.934411136,4.774136344,4.749411112,4.759777517,5.072250527,4.991199207,5.018362111,4.902206154,4.991576302
"RANBP9",7.811437147,7.972366197,7.837186257,8.130292142,8.017706431,7.923425326,8.024444837,7.897418859,7.660937909,7.727930741,7.695180439,7.780015613,7.441781691,7.516348495,7.901828661,7.792239065
"DNAJB6",9.072821545,9.139716635,9.008362621,8.996150331,8.99535806,8.871498172,9.116578923,9.171544164,9.204404233,9.131406749,8.570063307,8.783955365,8.658518692,8.284501429,8.640860028,8.534039354
"CDH6",3.779263159,3.912166406,3.780656801,3.866311662,3.722275267,3.792424091,3.82119242,3.697868267,3.880237555,3.73209557,3.870046145,3.896025803,3.93040408,3.960351605,3.790264714,3.778530587
"SLC17A4",5.015581274,4.800768489,5.387369581,4.712331306,4.631447523,4.751574761,4.887680717,4.904816598,4.910171735,4.756430858,4.909747922,4.960824143,4.995572872,4.833930225,4.977027946,4.693061493
"SMC4",6.844464827,6.97140109,6.797395921,7.561932854,7.136641764,7.111820156,7.101246613,6.992116735,6.789480708,6.712776688,6.89209377,6.447909433,5.638641152,6.130924677,7.021979537,6.69489387
"GJC1",4.747559902,4.540738619,4.732558264,4.365230589,4.537953778,4.518496616,4.753469711,4.408543122,4.481954772,4.450826738,4.72083116,4.593251515,4.861155898,4.739943851,4.474191944,4.692455841
"AP1M2",6.85872546,6.723288626,6.970987632,6.41923999,6.826240506,7.042729217,6.865982727,6.825593886,7.137443858,6.920968148,7.065560645,6.87125794,7.158814129,7.328041919,6.847254286,6.965456266
"UBA2",9.004823116,9.288910815,9.019016665,9.938536884,9.773093391,9.377561152,9.381621627,9.282070873,9.094326023,9.140819907,9.378556749,9.055398332,8.383862942,8.777319514,9.589553224,9.215009336
"SAE1",9.301706041,9.311272596,9.044224764,9.475989828,9.281321849,9.231021276,9.305605959,9.210883049,9.062773167,9.051445696,9.219425364,9.101629665,9.150031901,9.04168189,9.247010198,9.124001494
"ABCC5",9.205638156,9.158729507,9.175362486,8.726124396,8.899975314,9.19231134,8.942078302,8.952964523,7.835319104,7.566900271,7.991017197,8.333110456,8.514156618,8.218495317,8.028143561,8.190902521
"ABCB6",6.058609216,5.992088118,5.914306058,5.946860255,6.127824847,6.176797318,6.183501246,6.028817787,6.051683353,5.882143875,5.771103767,5.971557596,6.19389463,6.008930452,5.552072117,5.795361171
"DNM1L",6.445838379,6.557815763,6.386316106,7.057947761,6.774670548,6.460328933,6.761632222,6.68534873,6.904792863,6.783886028,6.916874019,6.969272166,6.583268308,6.27703676,6.992114876,6.767492397
"CDH7",4.701282018,4.719081149,4.864025573,4.486120882,4.517546866,4.659867454,4.661490096,4.726626425,4.716901818,4.846781582,4.927261747,4.70627996,4.904715087,4.782069891,4.740057098,4.769738114
"ABCC9",3.80006556,3.898427649,4.171906192,3.595384882,3.770494172,3.909062836,4.015020966,3.908096514,3.773755301,3.973470982,3.902682921,3.75970533,3.967482839,3.90522952,3.840027744,3.639848333
"ABCF2",7.287251785,7.217742143,6.972190723,7.197818534,7.329360261,7.012190322,7.090212496,6.987042684,7.052539674,7.196526265,7.159585223,7.216077594,7.378909507,7.141324012,7.066822021,7.200801646
"NR1H3",5.688498386,5.546241035,5.774304633,5.553000724,5.573059025,5.82689236,5.458517311,5.602430678,5.737336743,5.809984799,6.013602427,5.756015237,6.003664081,6.047994626,6.119953403,6.210707495
"SCAMP2",10.00368886,9.960232376,9.942843451,9.686818146,9.829475408,9.750997579,9.737186441,9.684817789,9.716636867,9.992786144,9.78473084,10.10305753,10.25471463,10.08625368,9.917329553,10.18794349
"SCAMP3",9.358545854,9.415712612,9.202830066,9.464418864,9.53533785,9.202885945,9.200480548,9.034065483,9.229051599,9.164947864,9.375036881,9.504430359,9.695474752,9.508300556,9.418349106,9.555178622
"RWDD2B",6.964044079,7.010229157,6.644773849,7.159290719,7.144058174,6.972455335,7.051982471,6.675057255,6.869725711,6.858833911,7.117782519,6.909349734,7.140386144,6.995711619,7.152884535,7.084360135
"CDH8",4.703693905,4.61234199,5.069341628,4.450433326,4.545624055,4.767674762,4.498139341,4.490339313,4.554718729,4.553171865,4.79547854,4.725302102,4.861496808,5.131010865,4.643409347,4.570512175
"DPP3",7.486445785,7.519037561,7.147419568,7.355641311,7.320905795,7.333921679,7.333533744,7.223044222,7.275069871,7.57151381,7.714044686,7.725155402,7.922524963,7.604328645,7.417970561,7.488767045
"SNUPN",7.700444657,7.696187712,7.787595815,8.115264015,7.950438089,7.892830988,7.945887242,7.772066473,7.693919504,8.004228611,8.019108818,7.883233383,8.003958107,7.812844279,8.007890921,8.040863676
"HUWE1",7.611301344,7.665309162,7.563980752,7.398145667,7.461123086,7.306969854,7.452646084,7.279306662,7.237116429,7.328257392,7.398149861,7.572195029,7.739604096,7.551209483,7.323465227,7.431221764
"PTPRU",7.061929498,6.890457508,7.156934019,6.771666313,7.04228809,7.053457622,6.81281755,6.911472912,7.061697946,7.131963155,7.127201763,6.86438511,7.115938998,7.338473243,7.0891648,7.176246136
"TSPAN32",9.298422898,9.225765384,9.204335815,9.338594685,9.17298142,9.147278066,9.215537018,8.896366185,8.501691655,8.548304439,9.003025328,8.903911751,9.045621571,9.077125011,8.750658406,9.088325317
"TSSC4",7.905405085,7.877832423,7.870536209,7.759796839,7.925219465,7.866391977,7.722583059,7.698096132,7.85050177,7.944378449,7.912185874,7.786016437,8.010733367,7.953671126,7.7696262,8.045813305
"CDH9",3.903638809,3.621729965,3.694165616,3.610927772,3.722897152,3.83562351,3.651527354,3.600918497,3.748649765,3.477433614,4.039289867,3.780622589,3.97178767,3.802065409,3.5473178,3.535185907
"USH1C",5.414466567,5.320466159,5.455810586,5.109753568,4.980592528,5.429446008,5.317191988,5.112517567,5.260455093,5.303552162,5.366377003,5.186990476,5.541683802,5.52441037,5.244272912,5.353849117
"PQBP1",8.629945841,8.632115184,8.472217822,8.770245406,8.698070836,8.415234407,8.724545834,8.687079074,8.723172672,8.771083849,8.735638394,8.896670068,8.982658564,8.659032748,8.74081363,8.59134889
"EDIL3",4.060347712,4.109440806,4.090848958,4.100879583,3.873361168,4.037290786,4.154818911,4.002767267,4.075575441,3.93878563,3.964643014,4.195223077,3.991676237,4.36081293,3.996646517,4.045929957
"CERT1",9.24413574,9.166362465,8.911790351,8.976903632,9.296389125,9.295689012,9.044901354,9.194451405,9.499490618,9.281778349,9.257328968,9.326481131,8.89159206,8.820369314,9.151281109,8.869635407
"KCNK7",6.439914996,6.200258106,6.343504835,5.753794618,6.00608404,6.355307463,5.857809328,6.18527509,6.362810685,6.088424147,6.258206817,6.325261679,6.536228781,6.544707902,6.144117808,6.382471148
"CDH10",4.357896286,4.272987423,4.426872663,4.09394027,4.282080769,4.45053519,4.293659469,4.292403065,4.466816434,4.344511351,4.485737589,4.509257739,4.448851803,4.740593043,4.454623561,4.290010414
"UST",4.631712964,4.636247833,4.708965618,4.733525343,4.689401049,4.736201752,4.517876621,4.668929216,4.444585943,4.502704771,4.72437555,4.612626227,4.423047922,4.642870013,4.599585551,4.517561466
"ARPC5",12.3218726,12.5090562,12.456578,12.5159818,12.48199127,12.40868311,12.55816949,12.62495285,12.48312964,12.47761905,12.4276555,12.41526267,12.12703418,12.19161173,12.5291051,12.37957824
"ARPC4",10.46388534,10.46847631,10.4187397,10.31263462,10.41518893,10.16024652,10.3223968,10.53739762,10.3074605,10.58845011,10.43371648,10.24039726,10.53367422,10.42638525,10.35416254,10.52124254
"ARPC1B",13.11455302,13.20016145,13.20118493,13.20118493,13.17641044,13.04722646,13.16330091,13.0484014,12.92151635,12.9944423,13.15557923,13.15471328,13.07850985,12.89632481,13.16392836,12.94990113
"ACTR3",11.3920301,11.51104005,11.59551407,11.91374238,11.71128122,11.64391366,11.76000014,11.81072159,11.78527543,11.69655993,11.66878945,11.42559829,11.08679782,11.21116037,11.76794314,11.58846509
"ACTR2",11.19791448,11.26070555,11.23752751,11.39554051,11.19654906,11.11399643,11.39743084,11.2652279,11.0420876,10.88161152,10.89480196,11.00168521,10.29910867,10.45279966,10.99826332,10.55946394
"TSPAN5",9.803784967,9.893268534,9.630971262,9.80886065,10.59884047,9.933886685,10.28144669,10.22650745,10.66268639,9.92076946,10.70165634,10.51562559,9.805870807,10.00824281,10.49418143,9.597556298
"TSPAN3",7.354878677,7.636572205,7.290013909,8.143103656,7.864180697,7.43958645,7.666655298,7.538804186,7.367690361,7.406415569,7.597074796,7.413498831,7.072692567,7.1646337,7.679794775,7.500489818
"CDH11",3.782178178,3.843779594,4.14438431,3.763884751,3.889166777,3.973347669,3.831609151,3.944346175,4.122357587,3.876525799,3.83580096,4.061578648,4.145231516,3.959402163,3.902828559,4.112573812
"ADA",8.807209273,9.020282782,8.581108419,9.172503206,9.026426958,8.83050516,8.814751667,8.594717574,8.346484374,8.573456755,9.118914101,9.234656836,9.380973096,9.35430958,9.602353401,9.587434592
"TSPAN2",5.437306308,5.40458765,5.297681684,5.500275592,5.380972067,5.379823085,5.612017018,5.708113461,7.115744007,6.98442223,5.281455007,5.536277864,5.26519605,5.335616265,5.460721614,5.117637647
"NUBP2",9.136829782,9.075770065,9.072295488,9.365020831,9.315091523,9.223163936,9.115111658,9.064823311,8.941153604,8.941922286,9.170514547,9.152846886,9.255357248,9.086773519,9.221364637,9.068375141
"TSFM",7.63696606,7.501574991,7.437313241,7.739073018,7.805488004,7.651919707,7.550509551,7.607290477,7.561117407,7.397941409,7.684682004,7.432404462,7.526404268,7.653680509,7.64938611,7.745130863
"TSPAN1",6.217012821,6.120603396,6.411979201,5.899869363,5.943200909,6.439101575,6.134312512,6.046634957,6.197332492,6.042840453,6.187263668,6.190021495,6.205313789,6.12474232,6.09153712,6.200140194
"PPIF",9.583648344,9.569673044,9.326060374,9.156448584,9.251908721,9.063159634,9.343702964,9.441845128,9.308912471,9.569045273,9.458279833,9.405357064,9.395169955,9.410100257,9.370472858,9.446795673
"CTDSP2",9.626715712,9.560807556,9.598523134,9.250924253,9.45997642,9.360570505,9.615573366,9.525372674,9.500242522,9.538841128,9.493738313,9.576512636,9.589559554,9.458559482,9.18214959,9.129553393
"TRIM10",5.427516167,5.438700692,5.43898417,5.313403289,5.57141688,5.572407801,5.471375755,5.706356253,5.865134316,5.900479343,5.762209218,5.535054992,5.783768042,5.728780523,5.628266985,5.676247198
"ARPC2",12.69612334,12.76000007,12.75160792,12.88928147,12.80841783,12.61705998,12.86695956,12.80812245,12.62609202,12.51950828,12.7679633,12.67010508,12.64192674,12.35140276,12.700577,12.6613403
"CDH12",3.648332155,3.440307274,3.845979716,3.474780616,3.395341205,3.750245876,3.645729609,3.752098797,3.805489755,3.541823044,3.807866105,3.636960775,3.721547214,3.625710467,3.665097711,3.775255263
"SGK2",4.636763822,4.469910657,4.363478934,4.432860264,4.528789586,4.421191142,4.285246338,4.300336552,4.615333086,4.798794197,4.858075319,4.624583554,4.659468036,4.506373499,4.41809574,4.790570855
"RAD50",5.651383078,5.448453803,5.1515822,5.759092282,5.739649561,5.438449509,5.508852787,5.441438168,5.378180166,5.445874697,5.668664466,5.347304545,5.4449838,5.484684408,5.51472685,5.624348073
"KIF20A",4.139617016,4.206059827,4.033861536,3.879772589,4.182581224,4.275460526,4.25090154,4.143232203,4.18712064,4.355766596,4.340086922,4.139090927,4.146578323,4.273171743,4.086211823,4.110633795
"PREB",8.819141161,8.939225511,8.684541599,8.962585223,8.923915543,8.845310119,8.816658241,8.767109754,8.666614988,8.841887917,8.962735658,8.826032402,8.948893426,8.785566059,8.959924948,8.948989956
"HIPK3",6.291447654,6.325325014,6.774403136,6.238957754,6.019065506,6.07547398,6.313548281,6.535910515,6.490696697,6.206413558,5.363137298,6.152851604,5.504106035,5.321404865,5.60251272,5.544347126
"FEM1B",5.396634912,5.462001743,5.367484677,5.717992001,5.406852618,5.518979544,5.50351471,5.516444471,5.597433318,5.733708139,5.804532299,5.293932876,5.628244865,5.678581149,5.673056488,5.519797969
"ACTR1B",9.009368324,8.93084357,8.987181642,9.072760739,9.086018429,9.037889574,8.921902941,8.702816581,8.539480973,8.570843259,8.900285786,8.605092911,8.773799888,8.783193558,8.709963644,8.906219625
"ACTR1A",9.403188996,9.299783656,9.422094866,9.123677744,9.307003945,9.166693102,9.352270471,9.378155996,9.31724432,9.446115235,9.386153271,9.3891062,9.647240947,9.387513428,9.21725292,9.156797872
"RASGRP1",9.660132491,9.786999117,9.468109303,10.43659303,9.967551379,9.860832931,9.984958845,9.41121559,9.15091675,8.829900231,9.296928716,9.33532921,8.371946183,8.838680801,9.511323691,9.222391663
"DNAL4",6.577122137,6.514600558,6.4640196,6.501861867,6.636225535,6.426665753,6.484762283,6.429794561,6.184174047,6.045348289,6.482823367,6.200993822,6.284033059,6.208919278,6.250471697,6.467930681
"ZNF263",8.01677885,7.938469432,7.696467652,8.250887011,8.252911008,7.973009752,7.96722331,8.053030974,7.843769989,7.821200197,7.939694141,7.821778319,7.849901717,7.730845388,7.897841903,7.935527375
"LRPPRC",7.95388918,8.087343667,7.87787992,8.512420521,8.401727557,8.248800351,8.211508973,8.043932373,7.778130263,7.797943395,7.985469214,7.693707726,7.383641147,7.429677127,7.952657886,7.860253487
"CDH13",3.775559161,3.724829141,3.907213357,3.867486475,3.798097391,3.516387422,4.039390946,3.744970255,3.772359734,3.854724086,3.997379129,3.800134447,3.616396499,3.842474332,4.082914748,3.763224456
"PDIA6",9.559212551,9.656311478,9.353882773,9.943075288,9.787907876,9.618260218,9.798028495,9.773887084,9.994778135,10.16532712,10.09353577,10.00268367,9.858990318,9.791042695,10.0772156,9.939708463
"TRAP1",8.745170763,8.641844689,8.391459823,8.857568215,8.736187581,8.530726986,8.670589268,8.111554151,8.050204039,8.058133414,8.447163024,8.349057549,8.480188924,8.417117639,8.319361824,8.377797354
"OPTN",8.419257696,8.546623278,8.091107156,8.751936585,8.899903488,8.733813605,8.731167374,8.867002303,8.948245216,8.976355216,9.113295967,8.817199369,8.533336783,8.992423923,9.072436078,8.979649454
"BCAP31",11.96766961,11.91671085,11.69909394,11.89576219,11.97665708,11.69975133,11.91279673,11.74706585,11.66511277,11.78474301,11.67306805,11.79425873,11.80707481,11.67302798,11.74197767,11.7165257
"CELA3A",5.114324907,4.940425919,4.914806102,4.765624498,4.765833318,4.91426165,4.807763746,4.871386607,5.031171874,5.051878539,4.931164349,5.204571212,5.272199458,5.256358545,5.045030739,4.974278324
"YAF2",6.115084705,6.340618575,6.235579141,6.589117834,6.464613684,6.483164087,6.348754533,6.307469784,6.322504095,6.469111529,6.421026771,6.229979192,5.657068138,6.086277829,6.406991814,6.058554002
"ARFRP1",7.402408381,7.326058421,7.398570829,7.370467091,7.399665272,7.268875139,7.459485645,7.441083392,7.356939056,7.31060838,7.366291414,7.42934117,7.470018957,7.401381831,7.415369827,7.158872539
"CDH15",5.348384257,5.244266957,5.505882855,5.095461119,5.234708738,5.12530251,5.313235723,5.180139354,5.186281112,5.34474167,5.316037552,5.226495006,5.401492964,5.578009937,5.309653124,5.364843176
"TOB1",9.006687761,9.289775197,8.971068671,9.651673964,9.365386315,9.127921838,9.253643242,8.85034913,8.681824513,8.545627861,8.667367897,8.691951454,8.267767435,8.371712216,9.0412505,8.94520971
"AKAP9",6.518951709,6.747696619,6.609575714,6.813038272,6.662582752,6.552599955,6.644713399,6.548829443,6.54395672,6.554882702,6.433638295,6.571680298,6.404825198,6.552172862,6.561122527,6.503289914
"FAM13A",7.689492548,7.680222602,7.044901934,7.586567678,7.642005914,7.51140826,7.36068306,7.362242672,7.336865936,7.239661999,7.383654615,6.86662543,6.87644516,7.193850443,7.336185117,7.327728591
"G3BP1",8.700645522,8.816950587,8.782559002,9.106959244,8.778683096,8.795636222,8.844667961,8.503403616,8.649126519,8.723425008,8.78040145,8.888386384,8.51599704,8.578727997,8.929307421,8.779509241
"SUGP2",7.585769608,7.48285263,7.353445325,7.641159099,7.512782832,7.460160218,7.405085598,7.318196443,7.217455041,6.990477298,7.336373877,7.356128177,7.401453895,7.109629048,7.288322227,7.095507251
"EBI3",4.633934587,4.647637703,5.248411843,4.613725613,4.611382433,4.704228283,5.079162262,4.763073344,4.812604313,4.685773282,4.498359565,4.932279492,4.7794504,4.699070481,4.645531957,4.851943452
"ADGRG2",4.410565898,4.275893865,4.404734986,4.212002953,4.318596745,4.373542528,4.226910595,4.046620402,4.360290804,4.364306924,4.16989254,4.429815105,4.442467532,4.2757864,4.03313233,4.431313099
"MBNL2",5.209880687,5.483124271,5.298125886,5.618134194,5.462796286,5.411270942,5.572430857,5.254639258,5.073450154,5.219626984,5.027060575,5.354761064,5.226321029,5.017396876,5.348176436,5.252779554
"ABI2",6.662615787,6.596794086,6.947302213,6.540899329,6.64529806,6.596905986,6.852991133,6.687019576,6.730033169,6.321174224,6.501884223,6.596787785,6.865426908,6.808536839,6.441843183,6.4846385
"CEBPZ",6.535001445,6.832607108,6.808772147,7.61046101,7.001630067,6.991517085,7.160788778,6.981965999,6.937445497,6.775175082,7.367330125,6.663707972,6.21013402,6.250258347,6.843297584,7.035465583
"PLXNC1",9.729165489,9.634935459,9.688813921,8.914973766,9.174417999,8.972289999,9.605224642,9.452273432,9.118591965,8.921148312,8.769171487,9.299117649,8.822536992,8.623158697,8.666408137,8.249259887
"TRIM28",10.18285217,10.22616737,10.14769885,10.06600379,10.16255168,10.16391427,9.937638505,9.674998951,9.377818264,9.799718252,9.726430643,9.725966298,10.14200438,9.948193159,9.766139939,10.3288028
"AASS",4.406834559,4.292582368,4.755926964,4.257085769,4.401477077,4.335477029,4.530231047,4.359516754,4.45354935,4.485711626,4.270813051,4.539569012,4.43651623,4.493039974,4.228642629,4.49385384
"PDZK1IP1",10.45850443,10.61897668,10.13208568,10.32692958,11.19703788,10.67584501,10.89858459,10.97745887,11.12121296,11.15503171,11.156908,10.8137285,10.9897331,10.82624965,10.75870552,10.80579813
"ATP6AP2",11.03749,11.26636324,11.09609195,11.3650597,11.17696489,11.14916552,11.32197323,11.25132649,11.14469605,11.07868184,10.91076618,10.98949795,10.69483431,10.6566301,11.05338374,10.85481116
"CDH17",4.871739229,4.545833191,4.902233002,4.493691333,4.652655032,4.69808011,4.892279417,4.620756097,4.748562764,4.543927362,4.482828224,4.693881229,4.746255785,4.972205055,4.502214703,4.510693501
"FARP1",4.865140793,4.732242005,4.779547557,4.589399218,4.784736721,4.911388358,4.782106582,4.81548722,4.886885573,4.870824828,4.857930066,4.866085444,4.869542064,4.8256364,4.797416359,4.91949923
"LPAR6",6.546626113,6.801820875,6.719879138,8.199475689,7.335426032,7.445103014,7.445454521,8.438354042,8.118382842,8.287164302,8.472321331,7.142691199,6.567800046,7.227115559,8.508834235,8.246334242
"LPCAT3",7.130654636,7.079776984,7.127266699,6.80009515,7.017338103,6.679951717,6.855830591,7.119008275,6.873512053,6.864170991,6.909033768,7.143706506,7.166166019,7.132040563,6.869132535,6.895366626
"CHST4",5.705725923,5.433798409,5.482269575,5.387505939,5.198277583,5.641663294,5.444229415,5.235940442,5.426655806,5.491856834,5.437864681,5.336741548,5.765747727,5.520009759,5.400552876,5.33082762
"SLC25A13",5.666560037,5.968719469,5.5890453,6.157553918,6.086273113,6.159641366,5.92189133,5.778386715,5.859751959,6.304645374,6.143363236,5.854283864,5.969138555,6.058664458,5.963384837,5.954679296
"ZNF197",4.662480597,4.533176482,4.401205031,4.331833352,4.526946442,4.559562707,4.475491049,4.531850346,4.51721491,4.789838305,4.839123478,4.72380173,4.459989601,4.79491803,4.637452971,4.768286552
"SERF2",11.64291994,11.89370722,11.55591795,11.83239007,12.28471257,11.73551068,12.16916054,12.09931919,12.29209353,11.87960129,12.16019165,11.87210478,11.89841425,11.81409868,12.11777006,11.82737606
"CDH18",4.733916083,4.775651628,5.05785312,4.648617858,4.498452068,4.787585396,5.036494861,4.682595431,4.642853245,4.744944497,4.840321263,4.81629143,4.929100787,5.177908827,4.594278315,4.660043584
