""," Baseline"," Hour 00"," Hour 005"," Hour 012"," Hour 021"," Hour 029"," Hour 036"," Hour 045"," Hour 053"," Hour 060"," Hour 069"," Hour 077"," Hour 084"," Hour 093"," Hour 101"," Hour 108"
"AKT3",4.758240095,4.811341331,4.393617664,4.538836924,4.631821793,4.63590015,4.337294547,4.592912811,4.253536849,4.569474894,4.455901338,4.857717814,4.481653622,4.415777777,4.423963311,4.628981688
"MED6",7.967847676,8.253933929,8.157625676,8.305779194,8.405221625,7.818854803,8.416004764,8.256422961,8.417425041,8.333785356,8.410402099,7.867187401,8.31505094,8.203446719,8.488735218,8.207945785
"NR2E3",4.743467362,4.687647242,4.708810527,4.575649841,4.528616426,4.59166093,4.493242497,4.609040948,4.468750212,4.408794196,4.398588921,4.719219239,4.75578876,4.644366418,4.652334997,4.619556904
"NAALAD2",3.561169895,3.774488192,3.610475512,3.711652814,3.672026975,3.72093553,3.781062051,3.63058143,3.996788227,3.479250934,3.652351932,3.564834036,3.607625127,3.741428149,3.826012697,3.659838478
"NAALADL1",6.616447122,6.805546209,6.352818702,6.809972462,6.920445727,6.338249108,6.742487659,6.830968253,6.830250042,6.66814166,6.888659643,6.30115435,6.531549362,6.794482791,6.858420238,6.872477757
"ACOT8",8.383858912,8.344788539,8.417501947,8.446903428,8.418878532,8.251592587,8.503278954,8.44992362,8.46275158,8.449688579,8.561569485,8.327278393,8.495811765,8.351411346,8.713624637,8.534783815
"ABI1",8.956795702,9.220887913,9.533987182,9.815705824,9.704575672,9.377704126,9.689366332,9.336650805,9.808957118,9.653374559,9.731305211,9.133921916,9.505143246,9.425673081,9.864513023,9.725153657
"GNPDA1",8.358944171,8.478472163,8.277501692,8.472744861,8.612184459,8.437553867,8.463446338,8.469818595,8.37933843,8.532883963,8.514011573,8.316119692,8.368696135,8.450174103,8.369117503,8.346043047
"ZBTB33",3.440432949,3.519964931,3.49660128,3.62637339,3.721524833,3.468284609,3.637644811,3.434730208,3.390072301,3.427617546,3.540155422,3.866878122,3.64989742,3.571297295,3.824775618,3.686272632
"CDH2",5.062919849,4.976754223,4.915582538,4.731663025,4.758911296,5.03254049,4.638595931,4.871970983,4.710204627,4.892410701,4.876820313,5.18671872,4.869170926,4.927384571,4.685581487,4.98067011
"TANK",8.460425554,8.615499338,9.023147341,9.086506794,9.005639561,8.521479405,9.076444654,8.777626039,9.104227262,8.775676247,8.946650641,8.695934838,9.07117238,8.754382338,9.154257867,9.032346258
"HDAC6",8.160808248,8.006524342,7.697294166,7.734518276,7.865532737,8.028422257,7.739215865,8.108905936,7.584442918,7.68751859,7.797106189,8.129937813,7.946666897,7.861917262,7.549640573,7.719707199
"HDAC5",8.807421887,8.71365839,8.938028261,8.711107527,8.733844115,8.814346855,8.813541388,8.829845164,8.740757033,9.03628606,8.843195792,8.495077825,8.615044927,8.581741684,8.647898536,8.675916326
"PDCD6IP",10.46143211,10.74601693,10.64258087,10.64118196,10.68599595,10.44411995,10.63535799,10.57508716,10.726874,10.69325075,10.5576423,10.58950122,10.54789944,10.41018301,10.47281112,10.39527362
"PDCD6",9.427938074,9.611545281,9.582812424,9.873915925,9.706453244,9.372009101,9.711803731,9.452125811,9.890758968,9.976909474,9.816994401,9.302248829,9.616063837,9.775802072,9.879861236,9.909815018
"BCL2L10",4.759342678,4.878192391,5.020385487,4.884210643,4.837593677,5.066351594,4.834870439,5.158871847,4.866028417,4.812248643,4.907548507,4.916307143,4.964397073,5.027109591,5.000765176,5.058392818
