""," Baseline"," Hour 00"," Hour 005"," Hour 012"," Hour 021"," Hour 029"," Hour 036"," Hour 045"," Hour 053"," Hour 060"," Hour 069"," Hour 077"," Hour 084"," Hour 093"," Hour 101"," Hour 108"
"AKT3",4.435658334,4.542241288,4.407038441,4.664135427,4.303792001,4.548672755,4.214208349,4.505654039,4.466916812,4.19838174,4.322406332,4.622057789,4.538539199,4.409003687,4.333626798,4.576598934
"MED6",7.73257041,8.211196389,8.351249615,8.245958768,8.403628713,7.974148998,8.048749904,8.116425163,8.430821158,8.466675299,8.559781753,8.123169163,8.204626616,8.435842759,8.38654723,8.408463749
"NR2E3",4.347814694,4.550953864,4.412559658,4.534468942,4.496407845,4.60974661,4.622204985,4.72498706,4.373651104,4.573831988,4.48633171,4.504361698,4.641255214,4.495779098,4.393054281,4.511749147
"NAALAD2",4.075322737,3.548547297,3.563899088,3.679863888,3.840489804,4.200665537,3.774081386,3.585522553,3.770600127,3.941548337,3.603156286,3.843853495,3.547904321,3.494703771,3.874118725,3.599030821
"NAALADL1",5.492920313,6.466763415,6.41089322,6.45980332,6.592378269,6.583506972,6.280641472,6.559518209,6.713381862,6.727964657,6.704012832,6.106417041,6.305082878,6.528879655,6.47972365,6.660612235
"ACOT8",6.284156315,8.506000002,8.289924969,8.523174463,8.640774409,8.545055654,8.550916657,8.605182114,8.522010457,8.647465045,8.486238868,8.577782339,8.545140415,8.554680306,8.561796001,8.789299271
"ABI1",10.3795299,9.490492271,9.864053284,9.521239791,9.591441606,9.271220384,9.396900031,9.347241978,9.730951803,9.671650402,9.885136888,9.364690239,9.501753256,9.663676525,9.678108041,9.499691926
"GNPDA1",8.85473314,8.470082688,8.382593814,8.550111063,8.597359253,8.438827983,8.447331592,8.581358836,8.477325938,8.442424885,8.660522443,8.350315986,8.594931744,8.583608323,8.59754844,8.59692419
"ZBTB33",3.414677964,3.6697971,3.471905239,3.589590267,3.552880661,3.525198226,3.346830545,3.352754849,3.686956908,3.567685158,3.541969171,3.469239098,3.500660455,3.873803169,3.607410758,3.503108066
"CDH2",4.816661669,4.482733949,4.66204498,4.483962714,4.536202248,4.76158169,4.561065367,5.026835565,4.463429416,4.462192352,4.390872586,4.748590821,4.693588528,4.543634933,4.63482391,4.588332631
"TANK",9.560381833,8.87187077,9.174340813,9.128300043,8.949886322,8.752853959,8.875250149,8.795960313,9.08743914,9.047725915,9.180117125,9.09240774,9.039815727,9.055807343,9.232280076,9.160048219
"HDAC6",7.551186762,7.658140556,7.56701775,7.700054755,7.678547655,7.675400911,7.787671719,7.896074794,7.514035357,7.492399258,7.386493046,7.644200768,7.793236572,7.618442668,7.444134555,7.58036269
"HDAC5",7.444746732,8.932187606,8.94630222,8.851135365,8.889388556,9.212754766,8.956975107,8.815571398,8.954395719,8.814398559,8.476918824,8.998266542,8.798848786,8.775137125,8.985205836,9.013283451
"PDCD6IP",11.4150929,10.71596388,10.73484232,10.75910223,10.75080163,10.75397653,10.76571894,10.67398617,10.71279317,10.68130474,10.79766423,10.63228925,10.64781912,10.68879082,10.74182307,10.74100897
"PDCD6",10.24884864,9.662784789,9.793375288,9.658423974,9.781847433,9.542975061,9.649237009,9.567315983,9.869938208,10.03633505,10.04969664,9.650904411,9.614131854,9.804283434,9.748640551,9.948721583
"BCL2L10",4.801733341,4.903778074,4.868905729,4.806188314,4.813102189,4.990179273,4.989121511,5.268587523,4.780641015,4.778788467,4.554174873,5.074886908,5.184457845,4.817122253,4.686597662,5.063219252
"BCL2L11",5.272489963,5.064209515,4.927503259,5.060818306,5.022927001,5.1732205,5.022352086,4.965950425,4.897459355,5.105984136,4.692821889,4.956239388,4.765524568,5.003591527,4.884168902,5.077696219
"SH2B3",11.20600046,10.59478852,10.82998967,10.59465363,10.38955059,10.34652652,10.69222055,10.40845071,10.76534412,10.51443751,10.22723991,10.55135649,10.65642854,10.60355158,10.65445368,10.61827442
"CDH3",5.20621647,5.41057419,5.365209211,5.496918191,5.259792747,5.638670378,5.409813398,5.745109923,5.346331422,5.429674185,5.467013278,5.699735697,5.409741365,5.444180757,5.120620933,5.297935529
"GNE",8.18681671,7.635460241,7.562010062,7.468722226,7.403006999,7.166385109,7.53415361,7.2039415,7.444814625,7.542162444,7.679777041,7.055785437,7.130218628,7.521782848,7.37748169,7.284939186
"HCN4",4.281221306,4.51235239,4.520910964,4.439568321,4.291093697,4.841443973,4.518060512,4.671431178,4.458454166,4.403791853,4.277405352,4.64092617,4.602498661,4.498863886,4.305981257,4.586350261
"INSL5",4.298478003,4.368982215,4.244834216,4.289725023,4.091874994,4.475917662,4.448568974,4.280350343,4.342670433,4.171272431,4.148800713,4.506304312,4.572037038,4.247352982,4.314980295,4.142192551
"FRAT1",11.24218894,10.99763007,11.36864862,10.94920976,11.01552395,11.44466446,11.04762857,10.84202602,11.22148956,10.85348462,10.69802989,11.11756801,10.91505807,11.00074748,11.36567375,10.9509544
"TROAP",5.215080303,5.300542971,5.223346708,4.999789982,5.44821712,5.61617902,5.388919527,5.285299435,5.268571211,5.15438802,5.083107494,5.414492683,5.497575634,5.320550595,5.809617821,5.538528033
"MED16",7.479419878,8.711317486,8.590795372,8.58785105,8.674804835,8.92728412,8.818905184,8.704423056,8.494294834,8.542067888,8.300475314,8.44152838,8.514855834,8.5605766,8.553503147,8.715335351
"PIGK",6.682106644,4.901596445,5.395736457,5.564471009,5.514391919,5.184527564,5.064763973,4.908450374,5.780701931,6.048360609,7.075197024,5.571179781,5.189295217,5.655789656,5.868729241,5.406413516
"CDH4",4.03365805,4.356077801,4.298226271,4.335680971,4.33742107,4.259640738,4.382963671,4.642249383,4.172881726,4.216829382,4.112465317,4.662063655,4.650425876,4.355692266,4.245163491,4.530976125
"CHAF1A",6.064328785,6.6134857,6.469176461,6.558975414,6.484972862,6.48107064,6.498999468,6.73231633,6.640391991,6.478373431,6.445571387,6.523606892,6.611950102,6.610233624,6.53742539,6.649709028
"PARP2",7.784954109,6.552208,6.842713182,6.789324239,6.837114388,6.60217764,6.750405003,6.605547056,6.832340767,7.11649144,7.105685041,6.633494824,6.498664028,6.804886872,6.714088723,6.913468673
"PARP3",6.709253924,6.596703485,6.362985975,6.638341199,6.593903554,6.398678996,6.322919654,6.784493538,6.50562448,6.625181879,6.584269651,6.146934832,6.759589105,6.496949614,6.51500578,6.483322341
"CDH5",4.248972375,4.820276417,4.288759438,4.384804871,4.387298332,4.797513124,4.566943908,4.557930595,4.386981001,4.454324228,4.218664603,4.545005434,4.694752413,4.52789262,4.127918814,4.414404627
"TOM1L1",4.38410188,3.479597161,3.675129535,3.572657054,3.865064866,3.712900551,3.757543962,3.598215114,3.789603775,3.809433543,3.705558845,3.660014594,3.699231665,3.665052815,3.855034294,3.851103226
"HMGXB4",8.866231788,8.159407213,8.291197499,8.349222125,8.276870925,8.18549203,8.266332483,8.132005908,8.309881119,8.300312021,8.535602586,8.152075692,8.105326039,8.340699333,8.261296388,8.27714771
"TOM1",7.259892737,8.24518092,8.351450258,8.219674017,8.160778504,8.628940956,8.22264552,8.273515943,8.332905755,8.134914268,7.902796378,8.258218832,8.247627282,8.222541334,8.410227011,8.351056324
"SH2D3A",5.460389191,5.996803447,5.883362573,6.14397659,6.234622166,5.822953868,5.925964897,6.266599587,5.959692573,5.910746396,6.283023814,5.769097587,6.265551348,6.100852339,5.914248545,6.357408661
"MAMLD1",5.287575474,4.791240467,4.851243099,4.745206982,4.762938175,5.055149783,4.924126632,5.413191157,4.504051252,4.525068147,5.04814771,4.772373336,5.063714879,4.841078997,4.76584171,4.914498224
"RANBP9",8.812546827,8.082996654,8.27172995,8.245311425,8.043591363,7.906878932,8.143461488,7.794037391,8.175784701,8.132233455,8.288227082,8.002727032,8.003066094,8.148298568,8.158425282,8.15103489
"DNAJB6",9.647659918,9.028333835,9.381298875,9.026874853,9.043080854,8.974391034,9.010641658,8.933551576,9.118239113,9.126662774,8.913755584,9.004892862,9.073420646,9.054555944,9.270378777,9.160804572
"CDH6",3.875609794,3.746608999,3.689436802,3.745660846,3.762180885,3.821784622,3.787508131,3.849233493,3.717462182,3.675435462,3.707959592,3.794618034,3.911789628,3.692184044,3.874940213,3.803759144
"SLC17A4",4.709518857,4.785401204,4.705539752,4.69219002,4.774817814,5.097355397,4.937604932,4.689203421,4.781679807,4.627789008,4.455561068,4.743705138,4.831370811,4.761206295,4.732438956,4.89368209
"SMC4",8.059044664,7.15345854,7.609080042,7.506532745,7.158859983,6.819144217,7.323760473,6.844291823,7.387840163,7.352150125,7.844815472,7.265187025,7.031189412,7.232865657,7.495733787,7.222456872
"GJC1",4.471860773,4.311893319,4.359798028,4.242613097,4.360333953,4.380909233,4.445105836,4.688026219,4.458476477,4.254252793,4.195978423,4.600826342,4.472103051,4.61991741,4.480591678,4.390464882
"AP1M2",6.333566942,6.493893702,6.409712547,6.385362541,6.488138643,6.839494834,6.490139398,6.698280723,6.52527923,6.349557504,6.06437462,6.801880267,7.02233329,6.62403602,6.599612804,6.438260406
"UBA2",10.54613105,9.600412409,9.73474471,9.659264758,9.798885096,9.287039832,9.692205273,9.295365243,9.816737815,9.910097656,10.54384805,9.45661253,9.551595825,9.720796075,9.766489659,9.639438605
"SAE1",9.732071102,9.39596702,9.395161921,9.532481727,9.617809584,9.427534467,9.391607329,9.500622256,9.494184503,9.658873171,9.776743074,9.264083335,9.450572024,9.541680057,9.427610576,9.597012959
"ABCC5",9.068273338,8.672428947,8.916898527,8.554217169,8.439745271,9.028590203,8.761247695,8.519776791,8.896765082,8.490433293,8.633313426,8.962575791,8.499553084,8.631224111,8.735619015,8.561174111
"ABCB6",5.77003422,5.946243822,5.642406006,5.86443637,5.740732049,6.011177187,5.971527108,6.326676372,5.680317982,5.656440282,5.798683022,5.86964306,5.983565461,6.18259859,6.024009769,6.094369954
"DNM1L",7.827599883,6.86131748,6.979532549,7.077452883,7.126687866,6.676529323,6.802808293,6.824846083,6.93762125,7.098525414,7.321483119,6.794126499,6.801569187,7.151287205,7.038159114,7.180582537
"CDH7",4.568659914,4.658963499,4.679114088,4.566537356,4.84471814,4.712921969,4.570093722,5.129293522,4.507432565,4.404452749,4.366229802,5.082180802,4.764181562,4.603574327,4.524467433,4.489994353
"ABCC9",3.908898276,3.892010964,3.989034621,3.835815576,3.86734458,3.973952406,3.7929406,3.884944985,3.845520803,3.792815905,3.776559373,3.911504463,3.750665206,3.931297199,3.787484187,3.852676304
"ABCF2",6.935593121,7.255490018,7.232265043,7.393395327,7.36267263,7.149305551,7.282184517,7.197952089,7.27862836,7.417490294,7.400837635,7.201529247,7.25362527,7.255336941,7.336236538,7.447685973
"NR1H3",6.30711155,5.706759671,5.62351835,5.807997917,5.795778004,5.788617811,5.798499037,5.334680278,5.843175865,5.830717342,5.727815643,6.03615737,5.849082801,5.873071019,5.897757714,6.008451726
"SCAMP2",9.020361565,9.968893297,9.679075658,9.710058828,9.977624188,9.915221024,9.944132894,9.894523105,9.727235824,9.847921274,9.561962928,9.728633807,10.11104448,9.733735801,9.696272224,9.911504488
"SCAMP3",8.983005531,9.428564013,9.119683319,9.489492906,9.511820749,9.404848825,9.526513979,9.547780537,9.374525323,9.525739312,9.320165152,9.297800406,9.515332056,9.294530093,9.308255025,9.496742446
"RWDD2B",7.486374212,6.915263447,6.625589187,6.729138347,6.894328515,6.890317957,6.80001379,6.913613968,7.007852468,6.78655189,6.945662875,7.013193088,6.724339283,6.925746914,6.719398052,6.883438783
"CDH8",4.475003235,4.604053925,4.59995766,4.575118809,4.617556753,4.787670014,4.488852826,4.48356787,4.661748642,4.399423775,4.067940181,4.431158611,4.467620452,4.461877213,4.426251025,4.221162207
"DPP3",7.453109163,7.119617158,7.197823547,7.256748799,7.458543499,7.233055816,7.271075355,7.367452209,7.124067673,7.319598698,7.033892444,6.892590111,7.273410362,7.270786616,7.227034935,7.123462184
"SNUPN",9.129477505,7.969855578,8.024101614,7.988585976,8.228258306,7.955409832,8.021851593,7.984603658,8.204723433,8.350611148,8.26607001,7.977835025,8.070639485,8.081107018,8.05155776,8.246036329
"HUWE1",7.003637081,7.56696124,7.370779815,7.643458331,7.455225493,7.62185228,7.635090053,7.543990892,7.239484929,7.352902884,7.204439893,7.521837344,7.5530276,7.374394932,7.254289054,7.326274034
"PTPRU",6.540017996,6.895116285,6.682550563,6.756781225,6.790127087,7.062176523,6.871173129,7.202405627,6.798271221,6.830660492,6.511103764,6.850914154,7.01151134,6.759909126,6.497659978,6.687006073
