""," Baseline"," Hour 00"," Hour 005"," Hour 012"," Hour 021"," Hour 029"," Hour 036"," Hour 045"," Hour 053"," Hour 060"," Hour 069"," Hour 077"," Hour 084"," Hour 093"," Hour 101"," Hour 108"
"AKT3",4.513893902,4.93147138,5.019107487,4.30091444,4.586626547,4.557968427,4.491006907,4.732785602,4.56515735,4.468360761,4.483252866,4.83573671,4.574385161,4.761934638,4.622212669,4.627229507
"MED6",8.03555151,8.045437068,7.900328112,7.894316213,8.018198412,7.998955361,8.142486565,8.026624526,8.389804386,8.278328619,8.013486168,7.785308841,8.101311243,8.111252897,7.986980329,8.181268765
"NR2E3",4.551124985,4.570346184,4.541319396,4.499842536,4.643984337,4.55744205,4.61115677,4.425705291,4.280684964,4.447191917,4.337056087,4.788855671,4.675950281,4.558067867,4.522694602,4.478027602
"NAALAD2",3.565752506,3.74338054,3.605392366,3.88170612,3.669564669,3.75132017,3.724945663,3.718139114,3.632262428,3.630602634,3.739052939,3.908575992,3.717403981,3.703735905,3.57742579,3.697071225
"NAALADL1",6.426241087,6.248995002,6.264009618,6.22381111,6.062808545,6.208682657,6.087796162,6.075974043,6.678753087,6.41994179,6.33532703,5.718089054,6.432691966,6.213008852,6.262660153,6.268576329
"ACOT8",8.47313001,8.507417626,8.37818292,8.455283905,8.621175631,8.438336837,8.40899155,8.444127005,8.696305585,8.676092239,8.466741121,8.31010458,8.48795737,8.395742468,8.521735848,8.513952034
"ABI1",9.299458408,9.500710062,9.524891509,9.421703844,9.366974338,9.835123365,9.735204987,9.494987475,9.763192082,9.662292671,9.633123729,9.462072207,9.393890591,9.551793463,9.517761973,9.449860721
"GNPDA1",8.622347712,8.629343988,8.316182678,8.529236593,8.43159376,8.515630164,8.460955653,8.571139413,8.726907307,8.561115438,8.501368391,8.477111087,8.386889682,8.590154712,8.506703408,8.660660041
"ZBTB33",3.600356896,3.663525652,3.554181887,3.472929209,3.353917844,3.543552791,3.602198413,3.441966109,3.630000235,3.692338165,3.465028017,3.689618529,3.642566529,3.531499848,3.469713981,3.511208993
"CDH2",4.853984274,5.086688239,4.722233752,4.919591026,4.858627684,4.772044232,4.769279797,4.810410936,4.658596217,4.735755708,4.682268086,4.874664177,4.67697594,4.754319143,4.848025846,4.898294096
"TANK",8.626008615,8.509838365,8.856017537,8.757715449,8.624263104,9.023201607,9.001451846,8.867925019,8.841728863,8.872329731,8.781442973,8.838739652,8.698014904,9.069871506,8.661641632,8.848468194
"HDAC6",7.893211337,7.852764918,7.712796721,7.82032306,7.823827506,7.60449657,7.661275269,7.932516832,7.684657006,7.74825205,7.748786883,7.807346397,7.855830804,7.789815082,7.846224718,7.905839559
"HDAC5",8.713377673,8.739376462,8.655602657,8.500874762,8.484078621,8.575349025,8.640898801,8.629932071,8.593897571,8.684637919,8.5209145,8.393527642,8.590410003,8.499208791,8.666687936,8.358903493
"PDCD6IP",10.65782059,10.73395567,10.6271554,10.63713649,10.4879958,10.66920371,10.78226127,10.68016241,10.68879847,10.68270469,10.66617944,10.56249138,10.69852046,10.6408419,10.62029294,10.57211371
"PDCD6",9.344237148,9.513821013,9.40747416,9.466352498,9.346385697,9.42698345,9.384352707,9.310889994,9.673684543,9.556362563,9.525703465,9.119238501,9.409654488,9.342889983,9.406983173,9.176333965
