""," Baseline"," Hour 00"," Hour 005"," Hour 012"," Hour 021"," Hour 029"," Hour 045"," Hour 053"," Hour 060"," Hour 069"," Hour 077"," Hour 084"," Hour 093"," Hour 101"," Hour 108"
"TXNDC9",6.150883684,6.313285363,6.91306342,6.558239947,6.870984541,7.484626453,7.576942498,8.102939029,8.15917997,7.205159845,8.119755684,7.916328794,8.23459196,8.440156736,8.284291398
"RNF41",7.550703363,7.556230948,7.442401626,7.416311363,7.537063665,7.481199676,7.465983729,7.535105527,7.446670774,7.476910265,7.445155042,7.501211543,7.588559239,7.478167382,7.373518006
"ALG3",8.184924759,8.148170693,8.110994794,8.26577749,8.033160521,7.969977305,8.154438022,7.909626491,7.985133858,8.0406284,7.798769322,8.163933838,8.020612487,8.045663419,8.019408038
"PRMT3",5.239532609,5.603885338,5.837333944,5.718715127,6.233299915,6.012162478,6.349228641,6.577797148,6.269147048,6.130845361,6.191916978,6.136193815,6.324693315,6.39573167,6.141949906
"PSME3",8.868201015,8.919500607,8.780223796,8.867287804,8.676419389,8.759155738,8.512133741,8.520569992,8.431301782,8.720401616,8.48195477,8.511350501,8.522234217,8.484437997,8.441586947
"MPHOSPH9",5.699186342,5.933047024,5.873962012,5.90114363,6.072188828,6.28020641,6.242966315,6.551349491,6.43855792,6.194253064,6.155766829,6.376267911,6.469582039,6.514243586,6.310679521
"MPHOSPH10",6.695164341,6.801611235,6.966348354,7.257781616,7.319445903,7.094397331,7.55287979,7.481560923,7.802541567,7.246402491,7.435961269,7.649469686,7.456296683,7.557770991,7.437257331
"CDK4",8.781539097,8.599200607,8.641482225,8.941763459,8.888305267,8.676835389,8.994743555,8.785719832,9.010452502,8.878899551,8.670136479,8.994454066,8.846449557,8.768451359,9.023914485
"ADAM8",9.086797842,8.908784221,8.927823587,8.569308929,8.710892409,8.758872654,8.768973295,8.36283637,7.811066856,8.647044235,8.270345404,7.997330413,8.187052458,8.221691858,7.630901145
"MPHOSPH6",7.294985785,7.30410659,7.587424575,7.60520763,7.459667808,7.424847395,7.627078935,7.542453983,7.778873567,7.356260898,7.762135389,7.774343193,7.498890478,7.719468208,7.478631184
"NME6",7.428122543,7.33776186,7.097335049,6.935281138,7.44067596,7.297209265,7.392579454,7.28807235,7.098223483,7.461835564,7.017094304,7.414903552,7.343097319,7.216728491,7.20033351
"DHRS2",4.368818197,4.319798204,4.395322737,4.334412934,4.426631299,4.328950343,4.237879561,4.215642574,4.373850333,4.341379675,4.34805643,4.38444028,4.292425647,4.309620892,4.245723482
"CALCRL",4.208192122,4.20537441,4.416232542,4.137488083,4.344517049,4.17162602,4.359724216,4.251169366,4.240241483,4.167635879,4.134552403,4.267682905,4.3767591,4.35741671,4.171057691
"TRIM13",7.054529637,7.316976854,7.654256465,7.455482886,7.646329822,7.640673191,7.912789,8.044023483,8.101023929,7.665503494,7.904062037,7.999922867,8.075948647,8.192840633,8.050495747
"PATJ",5.859182375,5.838789431,5.687859918,5.681972795,5.730693361,5.81200947,6.259047335,6.01095626,5.957331238,5.862532896,5.530142648,5.952104995,5.948480421,5.830614825,5.750808935
"USPL1",7.98630158,8.360940044,8.285118687,8.241266865,8.347888775,8.208469939,8.480146479,8.643790505,8.639207864,8.268235921,8.565512763,8.454684343,8.606572424,8.811917058,8.59641489
"EIF1",12.57524743,12.65799118,12.52848722,12.86402142,12.71085147,12.40610019,12.60158371,12.5928928,12.77578539,12.60787017,12.73357728,12.77275914,12.79263014,12.65915329,12.86010562
"CDK5",7.480185944,7.564209302,7.347033144,7.628180845,7.508346583,7.523445506,7.385475529,7.522173801,7.260935418,7.46143583,7.553177835,7.369113288,7.482994135,7.391673316,7.25809745
"TOPORS",8.219442778,8.45668509,8.680650962,7.783253341,8.722687277,8.838083878,9.004181853,8.752346171,8.275822109,8.935741049,8.659671306,8.053222434,9.134121952,8.864836153,8.500784463
"FLOT1",10.74955983,10.82285126,10.81291886,10.2153722,10.74612907,10.78655555,10.51387274,10.28687431,9.919918262,10.75421641,10.36749342,10.19897071,10.52489938,10.38701917,10.12097573
"DDX39A",10.08363654,10.06043107,9.939051542,10.335093,9.918968164,9.947649963,10.11418019,10.23956006,10.3281641,9.903366041,10.1682945,10.12544449,10.03486402,10.09928319,10.01790205
"PSMD14",6.306257789,6.353287337,6.882601396,6.633984546,7.15340838,7.031314007,7.297628533,7.446814563,7.649494906,6.999365836,7.661266883,7.477590137,7.558439175,7.600828918,7.475465924
"SSX3",5.333899678,5.442681888,5.296940849,5.106755565,5.232662241,5.144326376,5.111233963,4.825663783,5.122838184,5.036271786,5.165296108,5.225558216,5.078852911,5.02155707,5.009990159
"OLIG2",5.212212492,4.898915473,4.933408626,5.023587016,4.891064408,4.844461375,4.919529383,4.850492723,4.738671864,5.036796344,5.149195606,5.07922555,4.717742064,4.903105994,5.022700824
"PRG4",3.587270656,3.762305212,3.726313281,3.568185716,3.490479354,3.535054778,3.54408351,3.603864003,3.612480093,3.657594476,3.700563383,3.997772771,3.736035428,3.543641889,3.686189642
"CTDSPL",7.429901591,7.260979573,7.268311101,7.15868234,7.141789664,6.944480021,6.722663676,6.725505526,6.68087501,7.108816886,6.950410678,6.964932302,6.917981814,7.139947237,7.4664969
"KLRG1",9.481079998,9.462549712,9.470730098,9.758690558,9.912197083,9.673326638,9.866082559,9.945139298,9.85044803,9.472738932,9.873245549,9.80199429,10.11192915,9.696624976,9.713279105
"CDK6",4.795041092,4.580564311,4.588179404,4.975349964,4.682573722,4.872269414,4.553108458,4.63716809,4.714151995,4.723975405,4.515886604,4.610767243,4.588241318,4.595291918,4.780438959
"GDF11",5.708830247,5.86735393,5.906629778,6.070594061,6.079271847,6.05843084,6.032896814,5.974526164,6.215029701,6.047452049,5.955740019,6.001454387,6.310764565,5.995152077,5.982160972
"TRIB1",9.88902392,9.897569522,9.909143732,8.747924926,9.66600724,9.641193432,9.217190501,9.324547828,8.321052543,9.739394543,9.488573771,8.587206644,9.503268166,9.286069939,8.554518148
"GPA33",7.192656839,7.244696947,7.147307701,7.068463092,7.319270813,7.002158506,7.268094734,6.92039027,7.40327046,7.282179902,6.812775121,7.546696476,7.074049131,6.965724059,7.211494255
"CD96",8.321029975,8.557585814,8.51098446,9.014960602,8.546502392,8.583418828,8.790773262,8.790626371,9.12011483,8.665404609,8.759709046,9.050953496,8.640857736,8.66121414,8.753654921
"PLIN3",10.50895154,10.3647792,10.04236106,9.744077727,10.09900334,10.15345935,9.955557585,9.850127408,9.253059017,10.25041017,9.624472493,9.433777204,9.814837877,9.733250312,9.42059109
"STX6",7.207126279,7.316721875,7.425223697,7.065641395,7.289182846,7.400924674,7.356962921,7.50316386,7.16242587,7.273563501,7.187782198,7.073462611,7.328419833,7.390651319,7.252444799
"COQ7",6.118010185,6.197713236,6.230611854,6.024139123,6.245522367,6.196940945,6.250229997,6.086169928,6.186857162,6.159011064,6.167136906,6.173239298,6.130310517,6.140582897,6.035018922
"CDK7",7.261751691,7.513059711,7.813184116,7.386795035,7.84969174,7.562683671,7.483437582,7.680001596,7.559150492,7.676117418,7.817788073,7.465703199,7.805943617,7.781083484,7.20503256
"RCAN2",4.473617492,4.501379625,4.476875294,4.358655373,4.477830491,4.405813626,4.45051204,4.534979533,4.646439695,4.371402121,4.35874123,4.586181148,4.701553153,4.435700172,4.455211113
"MSLN",3.975407499,3.87894426,3.924069232,3.933962699,4.205974964,3.943774123,4.152518791,4.064889435,4.055480797,3.913306409,3.840840539,3.773263189,3.910611911,3.896843072,4.070425534
"RASGRP2",10.50193667,10.37080793,10.20985365,10.51293161,10.28222774,10.24303958,10.43437399,10.35935377,10.5782363,10.24262141,10.28882313,10.55006586,10.18496493,10.2164486,10.20025895
"HNRNPR",9.842220778,9.878925051,9.87624998,10.21854521,10.0139808,10.0924028,10.12625447,10.1120133,10.42547652,9.965321478,10.07733457,10.38060988,10.10183787,10.07271224,10.08412323
"SLC35B1",8.47089041,8.605337978,8.437869296,8.808236546,8.673390519,8.479881973,8.707984647,8.614563738,8.576299419,8.626555783,8.519795472,8.618937863,8.632815571,8.633970641,8.509243915
"DCAF7",7.998832657,7.94964888,7.843818957,7.96618053,7.749634796,7.894747222,7.642964047,7.699586248,7.550420373,7.885062601,7.639744531,7.689670309,7.583528728,7.503360451,7.575520692
"AP3S2",7.359286935,7.368475601,7.192763461,7.179252494,7.465705976,7.324082217,7.365387957,7.293349487,7.049465332,7.380085106,7.104718489,7.26012726,7.408593791,7.297879725,7.289087042
"MRPS31",7.295320945,7.361230933,7.665861849,7.661967332,7.725173687,7.873862088,7.908771573,8.277841261,8.404692824,7.669874101,8.349067758,8.373898073,8.168746084,8.227075562,8.306047958
"CALCOCO2",9.949190827,9.990586032,10.11556177,10.00149291,10.1042282,10.00708094,10.12014807,10.0430831,10.03113355,10.10037922,10.14484942,9.856187061,10.14242604,10.02786361,9.922330663
"KCNMB2",5.144983146,5.097792965,5.154946647,5.087289972,5.014134053,5.024135014,5.022572003,4.959712266,4.860989068,5.065546377,4.91992037,4.996582568,5.054139555,5.013365497,5.159617462
"GPHN",5.292507373,5.203101812,5.753199317,5.613018772,5.061259362,5.392183124,5.549836093,5.396923056,5.247114051,5.072812129,5.489280685,5.532977481,5.157436522,5.504543341,5.449872375
"RABEPK",7.494034698,7.519189485,7.563093782,7.568512579,7.431037893,7.548804505,7.548386173,7.630714718,7.427282,7.48013311,7.80034404,7.727828164,7.68295613,7.493418759,7.718482142
"TIMM17B",8.330937705,8.285142488,8.254908271,8.13503378,8.254541102,8.358421884,8.205059956,8.46898067,8.227930785,8.378457234,8.418062064,8.490992691,8.484747357,8.585193372,8.401702134
"SLC17A2",4.259519818,4.035086155,3.883507519,4.000285363,4.192003074,3.797394919,3.927221842,3.86809776,4.073998394,3.935073415,3.898389339,4.15001103,3.911445465,3.797885774,4.175572939
"RIDA",4.639460135,4.75039756,4.788919664,4.831373763,4.954781198,5.055470423,5.119466836,5.684656691,5.304043522,4.677332394,5.611686334,5.291819595,5.110491971,5.775136068,5.431620489
"POP7",8.133335776,8.3800502,8.069394644,8.297054341,8.530272479,8.196711313,8.294856644,8.367529017,8.353760611,8.496712635,8.393423159,8.377813616,8.565452955,8.511761828,8.321066063
"GLYAT",4.918090955,4.801567718,4.840059451,4.950136375,4.832794755,4.769260217,4.692642579,4.458459435,4.956967913,4.703551048,4.716967462,4.794745618,4.743735983,4.662195576,4.69273205
"SRRM1",10.45184998,10.43333327,10.30344584,10.51145757,10.57907491,10.33623946,10.68532107,10.52625154,10.72168181,10.62814554,10.21321347,10.54680601,10.43902443,10.45629943,10.55559579
"SPRY1",4.711303137,4.719277286,4.661837009,4.449704889,4.624685823,4.589459296,4.730539649,4.771017749,4.660786822,4.592988553,4.59858811,4.60642387,4.477060618,4.592527881,4.846848819
"SPRY2",4.372548199,4.439928213,4.079832047,4.320786121,4.581661928,4.494456842,4.520886396,4.405385149,4.402535717,4.343427804,4.612125575,4.494311053,4.579655172,4.251068102,4.402840599
"STAM2",6.092999709,5.934477689,6.605081093,6.134562151,6.391190365,6.588632748,6.284443673,6.467356148,6.323327293,6.16382828,6.414874188,6.259013146,6.467445968,6.568839658,6.370642321
"CNKSR1",5.197529944,5.159142252,4.97051853,5.050397371,5.094099147,5.123956534,5.361346506,5.099224932,5.220666473,5.213848707,5.192063431,5.14181331,5.053088142,5.333687429,5.557163862
"ABCC4",5.898431759,6.137031939,6.215089247,6.244706051,6.371394593,6.303184239,6.28896272,6.225452736,6.262358829,6.311622714,6.437982326,6.507787734,6.78018459,6.624125307,7.341723864
"CDK9",8.434252495,8.36007663,8.101522433,7.978008436,8.103512395,8.261318203,8.288684803,8.316521686,8.168013832,8.302241663,8.126385896,8.431571418,8.286069488,8.099329331,7.99373453
"IGSF6",9.052084221,8.934976207,9.569935196,8.267969593,9.283713864,9.570998316,9.192300051,9.254776285,8.007606497,9.544311645,9.369549386,8.442004607,9.283250782,9.316388526,8.342009447
"SF3B4",9.526250521,9.29770126,9.08339669,9.419676182,9.210867634,9.153888211,8.938622523,8.713626447,8.7461507,9.285792928,8.773733897,9.118614065,8.802728925,8.70943824,8.993087008
"IRX5",4.388879885,4.320761738,4.281637406,4.322861471,4.412754889,4.208680938,4.156703912,4.164895129,4.337976583,4.267298977,4.390167299,4.408549456,4.237143696,4.228430312,4.22777989
"RAMP2",5.95832833,5.736499755,6.059291687,5.916308498,5.840527619,5.699029286,5.893182196,5.655952392,5.696263635,5.771633305,5.749429795,5.777789928,5.736737751,5.709909438,6.025268063
"RAMP1",6.436414065,6.346357119,6.436675653,6.346009912,6.42147462,6.382593424,6.659481332,6.02556643,6.491615414,6.474402973,6.206169386,6.393824349,6.254067811,6.202655578,6.386705736
"RAMP3",5.898228624,5.924250892,6.018118806,5.781662401,5.603036121,5.627632929,5.652890057,5.366722481,5.487669834,5.654240467,5.633359521,5.467331833,5.21754959,5.418691627,5.921289454
"ZMPSTE24",8.814684709,8.994823879,9.209462261,9.063475982,9.46123922,9.358011495,9.575786072,9.596762638,9.317090458,9.458302409,9.650362733,9.242633502,9.949964101,9.841643036,9.441103322
"CDKN1A",9.002952981,8.924344651,8.71415932,8.674743065,8.806287738,8.593084242,8.375253652,8.357670368,8.256177645,8.741570823,8.726953127,8.676514679,8.688574565,8.68500513,8.698511524
"AKAP8",8.406761514,8.42101482,8.307343344,8.491107238,8.31474591,8.267817996,8.456668985,8.472354849,8.565785545,8.392502395,8.40762214,8.399151814,8.319602773,8.365828123,8.348332337
"FSTL3",6.407072916,6.321337263,5.919567479,6.477023776,6.186677941,6.129787671,6.18616194,6.050968341,6.248651754,6.263665758,6.229642452,6.228233844,6.229537617,6.22138785,6.396434116
"STUB1",9.886583333,9.852407297,9.795371117,10.05924734,9.993265857,9.87531913,10.08868162,9.927522938,9.965447172,9.88311781,9.888863327,10.04000531,9.945294692,9.858666174,9.971087875
"STAG1",6.943997429,7.144117701,7.296552587,7.180733376,7.206044991,7.557040529,7.469455968,7.647492342,7.409743781,7.31765353,7.543386748,7.488368435,7.694272983,7.670637976,7.328774545
"NET1",5.765412499,5.537921967,5.811569865,5.719639635,5.587631927,5.821102746,6.052343623,5.86649668,6.04627163,5.887964488,5.821056077,6.202090277,5.848087243,5.847629706,5.935410782
"UBE4B",8.152144864,8.209878747,8.175049827,7.896377064,7.77173111,7.961123578,7.792510295,7.726970472,7.639483056,7.828812335,7.701378447,7.523968944,7.617403354,7.610130972,7.351921105
"EFS",5.019822323,4.917324789,4.90624404,4.926059828,5.060470878,4.943050869,4.862601178,4.808390152,4.783683643,4.896095501,4.773786469,4.913114461,4.86154664,4.753173174,4.904246857
"PRSS16",4.854193101,4.831971025,4.889803914,4.867739161,4.739259872,4.600855707,4.556084227,4.556314962,4.796258748,4.680375982,4.497991185,4.733500167,4.636291862,4.504469213,4.812444301
"CDKN1B",10.91917412,10.85519809,11.26498732,11.0203604,11.32885123,11.20055071,11.36350788,11.4179708,11.36147371,11.36915364,11.2291708,11.17154888,11.51206654,11.35136076,11.29249725
"SIGMAR1",7.394607693,7.275051413,7.038861343,7.538822993,7.512891312,7.325368262,7.514899565,7.281909443,7.646269068,7.436059796,6.981676354,7.675661835,7.265432788,7.347006209,7.569614529
"BET1",6.224144276,6.702529942,7.037206013,7.110949003,7.291008684,7.284987554,7.621406025,7.948481346,7.518331271,7.257535638,7.877958084,7.627523019,7.802321461,8.061234134,7.851053323
"SAP18",8.335764135,8.399961906,8.605612644,8.635676585,8.465442127,8.582455872,8.535303985,8.679265716,8.578699051,8.553894578,8.686358524,8.584507575,8.596031132,8.566978903,8.489950258
"SMNDC1",9.387931423,9.389843168,9.573678579,9.296186051,9.909175134,9.698811803,9.870721682,9.740177135,9.483467643,9.773515468,9.578957026,9.307221924,9.982677356,9.754009038,9.408811566
"BCAS2",7.736330125,7.787137459,8.043982336,8.126698217,8.093244528,8.066167866,8.219732451,8.252939747,8.180027874,8.131673766,8.229066193,8.13610757,8.138941968,8.25722474,8.054658607
"RGS19",11.16008847,11.01683263,11.10936751,10.7961275,11.07360445,11.16372288,11.02011941,10.93228889,10.68090867,11.12300965,11.0399155,10.72378294,10.90029281,10.79104838,10.59465773
"LILRB2",10.94918883,10.86048114,10.96371145,10.54780028,10.47785383,10.78945913,10.62970497,10.54328505,9.743791273,10.69478032,10.48997118,10.01672678,10.35593999,10.29566144,9.731837791
"EIF1B",11.45747285,11.5219063,11.52265579,11.44421554,11.62778321,11.39527304,11.44751441,11.37686053,11.33351994,11.74502618,11.43759048,11.4309399,11.80344236,11.56374921,11.7644076
"CDKN1C",7.32963892,7.159837737,7.005196452,7.341925124,6.901774328,7.064882521,6.880126894,7.119896069,6.786275991,6.889822841,7.216857924,6.977101698,6.889395056,6.812175074,6.81450317
"SF3A1",10.1976517,10.19304225,9.955038542,10.11606351,9.824791326,9.940361358,9.804047423,9.705626952,9.703581364,9.987233611,9.60060078,9.685016123,9.549412901,9.508994967,9.555458017
"TRAIP",5.475597133,5.543935179,4.975330513,5.031577374,5.163895393,5.122231628,5.257375754,5.457009455,5.187723588,5.314126315,5.079816773,5.342936914,5.210922673,5.406127188,5.130708991
"DNAJA2",8.373170657,8.494090907,8.890581772,8.609099721,9.031630744,9.088571892,9.231338383,9.204356647,9.202624235,9.183162576,9.107588351,9.235939187,9.449603456,9.41701199,9.488366595
"BCKDK",8.338212471,8.323769936,8.140397596,8.083543546,8.135259886,8.041109369,8.239323572,7.978604583,7.595581532,8.242743953,7.751126895,7.697139946,7.968932271,7.84552738,7.521328048
"MAEA",10.80733872,10.89577724,11.02655178,10.79230302,10.80451255,10.86245121,10.83450505,10.7280209,10.52654524,10.87505319,10.57697719,10.54414544,10.70262941,10.65258042,10.25867053
"APC2",4.840676843,4.639542174,4.711053837,4.734917236,4.692672412,4.61735741,4.645541958,4.486817311,4.56301768,4.538867698,4.55655557,4.640757456,4.553128521,4.418622368,4.686697942
"PAK4",6.878691949,6.849143865,6.747117764,6.837312674,6.752618215,6.590943746,6.691913666,6.588177948,6.742835723,6.688835641,6.56729368,6.752589531,6.61937847,6.532149052,6.918682085
"MARCHF6",9.710286745,9.673281875,9.389087,9.38245033,9.695207105,9.513396249,9.722428378,9.607130941,9.610147679,9.785724809,9.523334442,9.556921712,9.680346627,9.588484713,9.761941515
"CDKN2A",4.958869277,4.94103209,4.645758653,4.94925306,4.873349209,4.721261784,4.686696442,4.792969394,4.648887534,4.719750379,4.903517964,4.89608149,4.848714038,4.733091465,4.849448685
"ADAM10",7.583735972,7.928996266,8.332689326,7.97910748,7.995297333,8.236874455,8.094343894,8.098458144,7.71921706,8.100917668,8.189159137,7.783590068,8.240332998,8.231196345,7.707277433
"KATNB1",7.255422699,7.202771112,6.843568721,6.995029188,7.325968148,6.971506365,7.174984911,6.908655833,6.883001008,7.173453919,6.74090419,6.868597482,6.978471111,6.843192154,6.909542562
"SNAPC5",4.872613917,4.46531627,4.563549052,4.721159875,4.409140016,4.635464436,4.598539195,4.686469063,5.343726163,4.556098087,4.901872131,4.620911277,4.815015368,4.887372418,4.792098547
