""," Hour 00"," Hour 005"," Hour 012"," Hour 021"," Hour 029"," Hour 045"," Hour 053"," Hour 060"," Hour 069"," Hour 077"," Hour 084"," Hour 093"," Hour 101"," Hour 108"
"NME6",7.41116118,6.724442466,7.300562212,6.260608226,7.179719345,7.460273499,7.215549897,6.816709771,6.931314007,7.186784664,7.214568608,7.248446437,6.938717651,7.42318885
"DHRS2",4.334845994,4.316555078,4.369346006,4.535300477,4.407508374,4.423279781,4.376072048,4.484848558,4.478751689,4.469753673,4.457449535,4.267301891,4.465848717,4.430600649
"CALCRL",4.314949181,4.416943731,4.239691304,4.488298984,4.262355173,4.507338065,4.401092182,4.267517791,4.434421229,4.574073703,4.352133284,4.517555187,4.37729993,4.378908646
"TRIM13",7.208121086,7.365823811,7.500814585,7.035187965,7.251598666,7.304941916,7.510394039,6.724463131,7.326632737,7.155445166,7.584470907,7.59593249,7.393103503,7.336183371
"PATJ",5.656425453,6.116333172,6.431601601,5.728006886,5.974629683,6.089987129,6.354386706,4.68051932,5.367327322,5.099600672,5.310440132,6.068326353,5.617689774,5.461491081
"USPL1",8.052277716,8.16286197,8.348200292,7.672031576,7.756065686,8.087964194,8.296525489,8.113614847,8.818855395,8.549460117,8.310958069,8.225851838,8.005898176,8.246003529
"EIF1",12.3610866,12.56830781,12.69722449,12.05832743,12.39051004,12.60065704,12.44307213,12.0425942,12.21941948,12.36044357,12.31402254,12.66119856,12.44336118,12.64737025
"CDK5",7.435555374,7.426249581,7.472439182,7.659344693,7.559127177,7.767788292,7.460765097,7.898076086,7.894426279,7.777065323,7.803176069,8.202560515,7.819847325,8.199289215
"TOPORS",8.692563662,8.924367323,8.80395054,7.99583129,8.583820282,8.8908429,9.388782736,7.453095721,9.149863775,8.879570237,8.266985647,8.303711857,7.739008629,7.876948131
"FLOT1",10.6068788,10.28130288,10.03398149,10.43173318,10.64071994,10.54875294,10.49111659,10.01156229,10.63944984,10.54814612,10.44753877,10.21639914,10.3268169,10.34016726
"DDX39A",9.849388834,10.0508649,10.18591215,9.829851215,9.962898501,9.955682325,10.00732742,9.212977784,9.807216172,9.537508415,9.684910193,10.14756547,9.788488571,9.883659346
"PSMD14",6.663478448,6.475227638,6.990247537,6.322969911,5.965201444,7.013651741,6.828573331,5.027387145,6.515574796,6.630404207,6.643019907,7.280100896,6.495430577,6.597056471
"SSX3",5.234336961,5.304155242,5.228640858,5.270624536,5.619492215,5.537905074,5.375993944,6.127528362,5.224260357,5.103531299,5.22971519,5.281227868,5.167162312,5.073737693
"OLIG2",5.113602882,5.152386268,4.808966216,5.820783281,5.063318289,5.227651647,4.99898596,5.582444582,5.011123375,5.094991482,5.084577245,5.062631745,5.218562599,5.370380724
"PRG4",3.601359263,3.692929173,3.760561527,3.747067028,3.604861609,3.7722977,3.784463806,3.7110061,3.816667995,3.739248274,3.617497198,3.809712468,3.968680535,3.655333189
"CTDSPL",7.101034341,6.759203034,6.521820492,7.302685553,6.797133639,6.881113825,6.462838146,6.845392036,7.014109172,7.289394672,7.178142461,6.870057153,7.293920359,7.248472569
"KLRG1",8.719136931,8.331667971,8.749383065,8.38405597,8.549366472,8.775346342,8.555490487,7.769858928,8.114236935,7.995857709,8.448852972,8.59727217,8.520758962,8.389703527
"CDK6",4.610430699,4.840048079,4.645296201,4.72801943,4.817255784,4.663873759,4.635431,6.511844794,4.733332119,4.705873187,5.005048109,4.60446575,4.930399376,4.944207294
"GDF11",6.028321152,5.80136991,6.155589786,6.048393922,5.867864334,5.932738982,5.821775725,6.487807253,5.993072985,5.656225824,5.790115549,6.110697623,5.767463979,5.844626815
"TRIB1",10.43403782,9.86035739,9.396602246,9.567172629,10.08048301,9.749500978,9.806900196,8.046793985,10.411456,10.52024922,10.46021469,9.978097994,9.847523521,9.801187002
"GPA33",7.854144453,7.645792012,7.952115423,7.499231266,7.540740746,7.876329462,7.453596603,6.85828196,7.099057154,6.915473853,7.068966468,7.664406027,7.584684774,7.686843112
"CD96",8.56385434,8.514143977,8.867138086,7.765974599,8.420316162,8.55398323,8.485495863,6.709404455,7.751871079,7.612771602,7.57178096,8.134009239,7.836530099,8.027868451
"PLIN3",10.50860167,10.15224343,10.09329389,10.23644152,10.51466266,10.26183795,10.36963584,9.372049378,10.53188498,10.75413523,10.61026215,10.47872674,10.42576239,10.426836
"STX6",7.271750053,7.137175905,7.284484926,6.709732169,7.291799118,7.226808019,7.244765,6.184569581,7.106794475,7.17737773,7.12844353,7.379176003,7.048984925,7.320142097
"COQ7",6.180113231,6.063944031,6.291786448,6.229774444,6.126780098,6.210083849,6.171593387,6.988598334,6.123450921,6.17161451,5.827714756,6.15645395,5.942576853,5.895619248
"CDK7",7.43202238,7.381359095,7.651758127,6.816014935,7.302014878,7.347433398,7.434371127,5.699093772,7.510005221,7.442618539,7.240699975,7.37247623,7.386707723,7.143909411
"RCAN2",4.046250713,4.123399036,3.99513927,4.556293273,3.986083242,3.83828764,3.99288446,4.274561254,4.122693565,4.169934064,4.089474366,4.029237178,3.98561907,4.066451032
"MSLN",4.14534417,4.03687409,4.009455696,3.983850074,4.130756712,3.901591751,4.077380125,4.995095449,3.953012653,4.039743133,4.101017402,4.008166924,4.351275459,4.157518908
"RASGRP2",10.09662274,10.34875317,10.23982735,10.17971935,10.40988466,10.26061412,10.2032024,9.468966669,9.730392655,9.317066452,9.378152253,10.09083205,9.96634852,9.911293107
"HNRNPR",10.1385025,9.913957736,10.38726258,9.497365047,9.916699957,10.05879738,10.15395889,9.071851353,9.88761481,9.876757125,9.937834069,10.04207795,9.877035383,9.778535559
"SLC35B1",8.529186618,8.270400147,8.531180439,8.271992842,8.388037345,8.694669219,8.380595377,7.825590983,8.601964039,8.560710591,8.540673815,8.830580923,8.69747533,8.712765594
"DCAF7",8.146838522,7.677629757,8.004954735,7.970575963,8.051391318,7.943802658,7.861828587,7.500707336,7.693426119,7.876549916,8.117972731,7.877039282,7.979887621,7.812727011
"AP3S2",7.603706792,7.366897386,7.231687146,7.283418096,7.580868525,7.384693036,7.410690903,7.438597522,7.494855076,7.750738594,7.650235999,7.855515897,7.747286958,7.880367732
"MRPS31",7.700978271,7.525913304,8.093159505,6.832723334,7.245539492,7.621953223,7.801006238,6.582942906,7.264312646,7.492071402,7.68201533,7.744118897,7.40409463,7.246384436
"CALCOCO2",10.13158573,10.06743844,10.10698919,9.763565562,10.05857464,10.10674046,10.40479487,10.17074956,10.90394317,10.83166046,10.49165373,10.45703238,10.25833926,10.38782699
"KCNMB2",5.083061218,5.125978956,5.004771454,5.716030889,5.16769165,5.107663687,5.0924349,5.874600191,5.146084322,5.33051486,5.25906464,5.328959526,5.376878088,5.382774941
"GPHN",5.925636408,5.721133551,5.835484009,5.875128364,5.468819128,5.823542673,5.703708308,4.945803267,4.934451033,5.095565054,5.055322676,5.554461511,5.583581373,5.348492853
"RABEPK",7.783825111,7.769106736,7.656906284,7.868795126,7.756083542,7.78572148,7.671237599,6.830587906,7.330540506,7.317763461,7.304414613,7.51493188,7.485858225,7.770169441
"TIMM17B",8.056174947,7.722406724,7.960424868,8.193482273,8.31910567,8.160440925,8.190701201,7.411860634,8.140587778,7.761072599,8.289451135,8.244727881,8.026461034,8.222836146
"SLC17A2",4.029797667,4.247160485,3.878344833,4.672681106,4.094701565,4.107820827,4.102131894,4.768604439,3.968751968,4.238872105,4.113375809,4.080342943,4.540419082,4.008050322
"RIDA",5.003631577,4.988541488,4.932340293,5.018800073,4.602256014,4.662483742,4.830972995,4.941697508,4.588785801,4.615666872,4.625102801,4.867990771,4.88586753,4.680548073
"POP7",8.3633731,8.014899468,8.393760898,8.1481439,8.095858418,8.365927786,8.21612633,7.560618261,8.1610611,8.107942664,8.488617372,8.555586556,7.890483865,8.419431024
"GLYAT",4.827620112,4.825150623,4.650204991,4.952648155,4.821048091,5.081522342,4.804069052,5.20113991,4.834297949,4.98674928,5.00300021,4.947808333,4.902332197,4.975355474
"SRRM1",10.85812326,10.57237025,10.82391623,10.54390689,10.45756423,10.52006533,10.56177954,10.00566161,10.31896592,10.19427113,10.19545536,10.75355722,10.5927684,10.52732595
"SPRY1",4.703913717,4.898078058,4.786594092,5.525488867,4.581273939,4.779629427,4.691108277,6.475366783,4.605951121,4.50131656,4.348242068,4.717945694,4.782934055,4.873409229
"SPRY2",4.629525229,4.598561399,4.541054859,4.383945362,4.412990157,4.63690301,4.31724951,5.601328982,4.350575122,4.417300159,4.230424399,4.453522026,4.364869252,4.272913166
"STAM2",6.208374622,6.322993761,6.230859532,5.965658395,6.174119073,6.0605127,6.447392744,5.906361765,6.901938617,6.966251672,6.658362057,6.50145911,6.135247119,6.485057864
"CNKSR1",5.481550204,5.479083392,5.45180132,6.135389778,5.313674385,5.427783445,5.268817397,5.378381625,5.389035356,5.166649411,5.511144584,5.589106052,5.442442083,5.597393156
"ABCC4",6.616600423,6.148550158,6.192023111,6.054704662,5.879284046,6.171866058,5.933751045,5.159616159,6.087011112,6.825214644,6.360124368,6.154742744,5.910844007,6.168336944
"CDK9",8.220452185,7.811300521,8.302265501,7.958925151,8.07221274,8.192597581,8.336857012,7.432017312,7.953572886,7.699625963,7.864604628,8.0632197,7.98210787,7.969988936
"IGSF6",9.893138347,9.371245133,9.787111682,9.082579985,9.692728052,9.994255952,10.85539577,9.166583772,10.80583635,11.02011837,10.91282425,9.885052679,9.621228107,9.756976726
"SF3B4",9.230808303,9.408714488,9.104790239,9.318838294,9.578706354,9.083472017,9.276718793,9.062470274,9.24563817,9.175792125,9.175822424,9.336662963,9.172565715,9.417931744
"IRX5",4.281127381,4.332383677,4.261479427,4.800322848,4.291440905,4.308107298,4.251314365,6.211186536,4.557002096,4.36083183,4.661520832,4.421382896,4.441632129,4.462970637
"RAMP2",6.256100186,5.612245066,5.731148467,6.667590097,6.034173577,5.900997306,5.820392549,6.80093772,5.800759356,6.097068966,6.297513097,6.19869207,6.664427874,6.332613337
"RAMP1",6.538751811,6.402026304,6.431714027,6.726217085,6.62271406,6.323780763,6.166465724,6.635157982,6.496595601,6.445787545,6.427813519,6.463228388,6.48844058,6.388377476
"RAMP3",5.91775416,6.074935891,5.717376987,6.042355465,5.908497192,6.122915871,5.928938891,7.108103854,5.94800434,6.208198637,6.069513052,6.186870459,6.392039364,6.123072062
"ZMPSTE24",9.307980058,9.058806576,9.112264211,8.319500855,8.74976879,9.09026174,9.140202683,7.663515895,9.222395772,9.429447381,8.980682867,9.210159725,8.973838283,8.883511998
"CDKN1A",9.129544019,8.718996475,8.588140885,9.198661208,9.077462923,8.969425441,8.906998693,8.873591811,9.353121478,9.719783048,9.856053315,9.602602244,9.71951967,9.760222006
"AKAP8",8.290601974,8.42963839,8.562360555,8.303521898,8.372045899,8.438676156,8.400703623,8.041552438,8.312250552,7.995343699,8.017452944,8.348197283,8.198300412,8.153856553
"FSTL3",6.197940968,6.352248645,6.194757921,6.968224828,6.339545126,6.201643617,6.288742038,7.433616725,6.403880198,6.345221444,6.552129508,6.472226677,6.443759482,6.42675005
"STUB1",9.886327676,9.756525073,9.940765387,9.794804609,9.843576894,10.00390784,9.81384583,9.314614205,9.569452784,9.414345163,9.676686959,9.914757376,9.741302439,9.782107922
"STAG1",6.955045101,7.149958536,7.299275963,6.046197758,6.81634825,6.878745739,7.124283046,5.375705331,6.726197713,6.817349407,6.672056975,6.76534787,6.558050965,6.686293944
"NET1",6.201409503,6.330547961,6.439304184,5.423592383,5.903385007,6.11214093,6.3372053,5.106370061,5.618373012,5.731225465,5.496212959,6.199143305,5.938487008,5.897231422
"UBE4B",8.019044255,8.095138375,7.928694697,7.726826951,8.268049857,7.862206806,7.849999661,7.26426872,7.485582295,7.204836381,7.16869814,7.405947785,7.420439027,7.513830915
"EFS",4.96800226,4.970787251,4.920603958,5.465836155,5.203828099,5.091465429,5.027298935,5.112175846,4.95556962,5.090156786,5.15810327,5.273899062,5.288299653,5.242524268
"PRSS16",4.60466019,4.516233202,4.623514993,4.701527819,4.711636772,4.626167753,4.60472655,4.637805644,4.945586517,4.523740791,4.831248672,4.456449901,4.483795364,4.872630145
"CDKN1B",11.23616646,11.18846167,11.17618848,10.25507728,10.96351524,11.00488566,11.16051099,9.819514673,10.7421893,10.89174457,10.65550738,10.84811777,10.62439641,10.75602854
"SIGMAR1",7.516147926,7.342068138,7.586706967,7.411962413,7.600538469,7.436360827,7.249948285,6.671160047,7.092015033,7.044306029,7.124894676,7.729191119,7.12975527,7.649425938
"BET1",6.883143961,6.900950147,6.947309094,6.339322274,6.280045207,6.56064619,6.722253195,5.546421465,6.430719114,6.714476651,6.726525683,6.680727807,6.532554361,6.693599563
"SAP18",8.341453398,8.439485057,8.464708972,7.822184875,8.383726538,8.407981384,8.500047156,7.653217261,8.366163159,8.276207845,8.191540288,8.344524545,8.063874509,8.29964346
"SMNDC1",9.744442164,9.685045557,9.758880165,8.372465427,9.502265793,9.824147749,9.766971521,8.342373393,9.78974116,9.999127115,9.441232108,9.592648299,9.182659019,9.470415285
"BCAS2",7.666309242,7.950336979,7.903574387,7.104477898,7.797763698,8.042054643,8.012972462,6.062149915,7.878240926,7.869622401,7.78260074,8.101493056,7.884341717,7.897232426
"RGS19",10.59862227,10.77027723,10.81941397,10.54309946,10.99433546,10.96251727,10.96579993,10.39209604,11.07928826,11.03231124,11.06222652,11.1771377,10.87348877,11.0278885
"LILRB2",11.14778919,10.8469614,10.75817586,10.7796442,11.23845158,10.81246001,11.12310974,10.94515413,11.48251122,11.35989164,11.44931686,11.06943332,11.11852957,10.93311438
"EIF1B",11.45489221,11.38391553,11.25708742,10.83765055,11.38796737,11.55161568,11.49004615,10.47028522,11.48250128,11.68469064,11.69643318,11.5377527,11.39720178,11.87401851
"CDKN1C",7.194964209,6.883545832,7.267929416,7.316280244,7.307649842,7.048415334,7.319912602,7.236493557,7.909673277,7.993602752,8.217622387,8.33879391,7.927996474,7.780224502
"SF3A1",10.39089132,10.18448517,10.13810081,10.23994238,10.31619891,10.03435931,10.03999568,9.481088523,9.858116822,9.935028653,9.924797013,9.927311421,10.06036778,9.991498423
"TRAIP",5.042166173,5.113354262,5.409056925,5.4627878,5.377094419,4.944949048,5.194839677,6.196339019,5.139956108,5.020854898,5.477816949,5.667307438,5.711141388,5.043119606
"DNAJA2",8.673955236,8.600100637,8.888974214,7.861603976,8.420287608,8.660636805,8.816065176,6.436389962,8.613955597,8.723105112,8.541423108,8.852853004,8.526174668,8.619625521
"BCKDK",8.508394466,8.021924275,8.094344226,8.451576667,8.51172698,8.346386427,8.226836471,7.969702991,8.440220621,8.361229212,8.471568511,8.560218872,8.375087553,8.510563694
"MAEA",10.71894709,10.81729396,10.82002554,10.27282355,10.94876424,10.74269631,10.78300912,9.737867022,10.48216498,10.15433111,10.20647328,10.3736152,10.33913817,10.4693881
"APC2",4.556343936,4.711804769,4.598847715,5.212283061,4.659710522,4.728392179,4.578176582,5.202530225,4.664106886,4.794612017,4.910855374,4.734544243,4.915423642,4.604472598
"PAK4",6.875292499,6.935336907,6.864676222,7.585197121,6.920399624,6.949290823,6.801443444,7.539228456,6.931234364,7.060674533,7.11958057,7.080831181,7.310280652,7.149109013
"MARCHF6",9.931856041,9.795805204,9.997145345,9.544731263,9.855829181,9.926669026,9.973374645,8.351055925,9.607846967,9.567620883,9.648033349,9.739323142,9.696355784,9.589566145
"CDKN2A",4.832540818,4.97146135,4.821071259,5.248110838,4.969614182,4.944178078,4.931847415,5.23604845,4.930668552,5.058783112,4.88988628,4.972753517,5.289445108,4.948430558
"ADAM10",7.944604155,7.878960878,7.884899692,6.110294467,7.603169805,7.649434944,7.840434017,5.847750724,7.675829439,7.965941606,7.417545036,7.447832565,7.188042369,7.218193074
"KATNB1",7.357758943,7.125817743,7.27253411,7.479801564,7.287277102,7.344497846,7.163571134,6.754425175,7.209989306,7.279757637,7.233269259,7.506834206,7.306528117,7.402151879
"SNAPC5",4.432810349,4.612738387,4.385125024,4.55815472,4.31770391,4.622271453,4.309286244,4.553363604,4.39392559,4.353355315,4.14702144,4.319439868,4.127770349,4.314465026
"APBB3",7.791082186,7.605427661,7.525675374,7.839310017,7.777312353,7.553926292,7.625389055,7.92927092,7.42490877,7.171195574,7.508257519,7.725034797,7.986560146,7.712867597
"ZNF267",5.535758656,6.123451267,6.011185201,4.639959452,5.461745236,5.120040774,6.380405999,4.704083395,6.448850865,6.926919138,6.23883717,5.757108666,5.48570537,5.521803518
"CCNO",5.074219068,4.933598224,4.981655449,5.394949211,4.979880653,4.954876036,4.683018069,5.961169737,4.961859387,5.05683386,4.802757942,4.820808524,4.989189553,5.149088423
"CDKN2B",4.082739698,4.098067069,4.011434454,4.795167755,4.12058042,4.118168574,3.970595419,4.439960712,4.20734419,4.290113569,4.506162252,4.137669344,4.29701594,4.202520832
"VPS26C",7.741773893,7.527978136,7.718319776,7.202033277,7.49467364,7.470402945,7.550673909,7.062440909,7.716246139,7.732084588,7.585499492,7.88060916,7.687164428,7.691460502
"TCIRG1",11.08149786,11.25056572,10.86235293,11.09828413,11.58410397,11.18906646,11.27006639,11.0210121,11.54688329,10.97961386,11.00554422,11.13948169,10.99533996,10.92713648
"RTN3",12.25311602,11.94775091,12.06042732,11.74547188,12.11493169,12.19349205,12.21145823,11.21100363,11.73536866,11.68400029,11.50698145,11.95504198,11.7904914,11.87797684
"LANCL1",7.549142065,7.567200358,7.793525762,6.884887721,7.285731821,7.597097788,7.520865566,6.935328784,7.271855348,7.207798109,6.977948029,7.568163319,7.378425721,7.342540759
"NMUR1",4.858206893,4.948426184,4.786979229,5.266333812,4.998041585,5.099767307,4.52326782,5.640038088,4.905971733,4.775252861,5.244753233,4.450841609,4.735517372,4.689166017
"B3GALT5",4.164392719,4.285539899,4.307969407,4.634436613,4.222756481,3.977247223,4.057677082,6.213435648,4.312690969,4.165716257,4.12874573,4.225692183,4.184327939,4.090281511
"TNIP1",11.50685147,11.2501607,11.30608439,11.41036417,11.45671828,11.46949005,11.42126516,10.85439307,11.32778033,11.44006393,11.35813438,11.65341389,11.57604366,11.62804159
"LAMC3",5.249169589,5.07541885,5.211402334,5.940336902,5.166704051,5.052112515,5.175337646,5.963918102,4.82492206,5.173017522,5.2957952,5.309077273,5.623859695,5.422785327
"CDKN2C",5.558446295,5.296292347,5.325264694,5.848725775,5.673108167,5.325650998,5.424770163,5.75714568,5.605930463,5.554608936,5.48228816,5.720475813,5.827791676,5.773110803
"IKZF1",7.169387117,7.035743173,7.218949199,6.676928948,7.394286789,6.991449603,7.085281113,6.832159037,6.858126203,7.091135504,6.835176365,6.736619727,6.861173176,7.025168379
"CRISP3",4.111023191,3.812710613,3.740839093,3.671066769,3.766392829,3.719005066,3.906879407,3.73765945,3.947188029,4.054849614,3.926513691,3.799361258,3.849620256,3.774789149
"KLHL41",3.67857432,3.608131931,3.367802665,3.727268382,3.338800292,3.537689897,3.512851205,3.506862329,3.496549538,3.374811026,3.428451511,3.60865399,3.515049398,3.423925892
